method,eta,fold_id,held_position,seed,stage,epoch,optimizer_step,group_position,group_loss,q_weight
groupdro,0.01,S1,P1,42,inner_selection,2,12,P3,1.8372009992599487,0.5011871446713333
groupdro,0.01,S1,P1,42,inner_selection,2,13,P2,1.8129380941390991,0.4987931570005359
groupdro,0.01,S1,P1,42,inner_selection,2,13,P3,1.820817470550537,0.501206842999464
groupdro,0.01,S1,P1,42,inner_selection,2,14,P2,1.8013380765914917,0.49874768787227397
groupdro,0.01,S1,P1,42,inner_selection,2,14,P3,1.8195258378982544,0.5012523121277259
groupdro,0.01,S1,P1,42,inner_selection,2,15,P2,1.790689468383789,0.49872186819956094
groupdro,0.01,S1,P1,42,inner_selection,2,15,P3,1.8010174036026,0.5012781318004391
groupdro,0.01,S1,P1,42,inner_selection,2,16,P2,1.7745108604431152,0.49865067869156166
groupdro,0.01,S1,P1,42,inner_selection,2,16,P3,1.8029868602752686,0.5013493213084383
groupdro,0.01,S1,P1,42,inner_selection,3,0,P2,1.7724840641021729,0.498655045594161
groupdro,0.01,S1,P1,42,inner_selection,3,0,P3,1.7707372903823853,0.501344954405839
groupdro,0.01,S1,P1,42,inner_selection,3,1,P2,1.7501873970031738,0.4985704583138732
groupdro,0.01,S1,P1,42,inner_selection,3,1,P3,1.784022569656372,0.5014295416861269
groupdro,0.01,S1,P1,42,inner_selection,3,2,P2,1.7308664321899414,0.49851896361532744
groupdro,0.01,S1,P1,42,inner_selection,3,2,P3,1.7514644861221313,0.5014810363846726
groupdro,0.01,S1,P1,42,inner_selection,3,3,P2,1.7289104461669922,0.49844260361792886
groupdro,0.01,S1,P1,42,inner_selection,3,3,P3,1.7594547271728516,0.5015573963820712
groupdro,0.01,S1,P1,42,inner_selection,3,4,P2,1.6902557611465454,0.49825452410940274
groupdro,0.01,S1,P1,42,inner_selection,3,4,P3,1.7654883861541748,0.5017454758905973
groupdro,0.01,S1,P1,42,inner_selection,3,5,P2,1.7068898677825928,0.4982251668014907
groupdro,0.01,S1,P1,42,inner_selection,3,5,P3,1.7186329364776611,0.5017748331985094
groupdro,0.01,S1,P1,42,inner_selection,3,6,P2,1.6909828186035156,0.4982329165001817
groupdro,0.01,S1,P1,42,inner_selection,3,6,P3,1.687882900238037,0.5017670834998184
groupdro,0.01,S1,P1,42,inner_selection,3,7,P2,1.6679673194885254,0.4981798198758301
groupdro,0.01,S1,P1,42,inner_selection,3,7,P3,1.6892062425613403,0.5018201801241698
groupdro,0.01,S1,P1,42,inner_selection,3,8,P2,1.638327956199646,0.4981366845797066
groupdro,0.01,S1,P1,42,inner_selection,3,8,P3,1.655582308769226,0.5018633154202934
groupdro,0.01,S1,P1,42,inner_selection,3,9,P2,1.63054358959198,0.4980890334312174
groupdro,0.01,S1,P1,42,inner_selection,3,9,P3,1.649604320526123,0.5019109665687826
groupdro,0.01,S1,P1,42,inner_selection,3,10,P2,1.573659062385559,0.4980109426997466
groupdro,0.01,S1,P1,42,inner_selection,3,10,P3,1.604895830154419,0.5019890573002533
groupdro,0.01,S1,P1,42,inner_selection,3,11,P2,1.6085532903671265,0.4979674668809593
groupdro,0.01,S1,P1,42,inner_selection,3,11,P3,1.625943899154663,0.5020325331190407
groupdro,0.01,S1,P1,42,inner_selection,3,12,P2,1.5622631311416626,0.4978670422479606
groupdro,0.01,S1,P1,42,inner_selection,3,12,P3,1.602433681488037,0.5021329577520395
groupdro,0.01,S1,P1,42,inner_selection,3,13,P2,1.53502357006073,0.4977494317293273
groupdro,0.01,S1,P1,42,inner_selection,3,13,P3,1.582068681716919,0.5022505682706727
groupdro,0.01,S1,P1,42,inner_selection,3,14,P2,1.5283390283584595,0.49766998427929227
groupdro,0.01,S1,P1,42,inner_selection,3,14,P3,1.5601186752319336,0.5023300157207078
groupdro,0.01,S1,P1,42,inner_selection,3,15,P2,1.5077223777770996,0.49750985118239194
groupdro,0.01,S1,P1,42,inner_selection,3,15,P3,1.571777105331421,0.502490148817608
groupdro,0.01,S1,P1,42,inner_selection,3,16,P2,1.4922401905059814,0.4974530425428584
groupdro,0.01,S1,P1,42,inner_selection,3,16,P3,1.51496422290802,0.5025469574571417
groupdro,0.01,S1,P1,42,inner_selection,4,0,P2,1.4625352621078491,0.4973873531186748
groupdro,0.01,S1,P1,42,inner_selection,4,0,P3,1.488811731338501,0.5026126468813251
groupdro,0.01,S1,P1,42,inner_selection,4,1,P2,1.4447300434112549,0.4971830064095687
groupdro,0.01,S1,P1,42,inner_selection,4,1,P3,1.5264711380004883,0.5028169935904313
groupdro,0.01,S1,P1,42,inner_selection,4,2,P2,1.4354745149612427,0.4970177121971647
groupdro,0.01,S1,P1,42,inner_selection,4,2,P3,1.5015944242477417,0.5029822878028354
groupdro,0.01,S1,P1,42,inner_selection,4,3,P2,1.4282748699188232,0.49684032980549603
groupdro,0.01,S1,P1,42,inner_selection,4,3,P3,1.4992305040359497,0.503159670194504
groupdro,0.01,S1,P1,42,inner_selection,4,4,P2,1.4491510391235352,0.49687330238794436
groupdro,0.01,S1,P1,42,inner_selection,4,4,P3,1.4359614849090576,0.5031266976120556
groupdro,0.01,S1,P1,42,inner_selection,4,5,P2,1.3840100765228271,0.4967816538039514
groupdro,0.01,S1,P1,42,inner_selection,4,5,P3,1.420670986175537,0.5032183461960485
groupdro,0.01,S1,P1,42,inner_selection,4,6,P2,1.4147984981536865,0.4968356075183601
groupdro,0.01,S1,P1,42,inner_selection,4,6,P3,1.3932161331176758,0.5031643924816399
groupdro,0.01,S1,P1,42,inner_selection,4,7,P2,1.299187183380127,0.4966829512383114
groupdro,0.01,S1,P1,42,inner_selection,4,7,P3,1.3602522611618042,0.5033170487616886
groupdro,0.01,S1,P1,42,inner_selection,4,8,P2,1.3179802894592285,0.49649762338882125
groupdro,0.01,S1,P1,42,inner_selection,4,8,P3,1.3921148777008057,0.5035023766111788
groupdro,0.01,S1,P1,42,inner_selection,4,9,P2,1.336598515510559,0.49659695247450003
groupdro,0.01,S1,P1,42,inner_selection,4,9,P3,1.2968649864196777,0.5034030475255
groupdro,0.01,S1,P1,42,inner_selection,4,10,P2,1.3379027843475342,0.49663798869227765
groupdro,0.01,S1,P1,42,inner_selection,4,10,P3,1.321487545967102,0.5033620113077223
groupdro,0.01,S1,P1,42,inner_selection,4,11,P2,1.2542743682861328,0.4964730227873156
groupdro,0.01,S1,P1,42,inner_selection,4,11,P3,1.3202638626098633,0.5035269772126845
groupdro,0.01,S1,P1,42,inner_selection,4,12,P2,1.3175221681594849,0.4964491287803055
groupdro,0.01,S1,P1,42,inner_selection,4,12,P3,1.327080249786377,0.5035508712196944
groupdro,0.01,S1,P1,42,inner_selection,4,13,P2,1.3324706554412842,0.49656721531873166
groupdro,0.01,S1,P1,42,inner_selection,4,13,P3,1.285233736038208,0.5034327846812684
groupdro,0.01,S1,P1,42,inner_selection,4,14,P2,1.3162071704864502,0.4965947731316867
groupdro,0.01,S1,P1,42,inner_selection,4,14,P3,1.3051835298538208,0.5034052268683133
groupdro,0.01,S1,P1,42,inner_selection,4,15,P2,1.3051636219024658,0.4966583490219376
groupdro,0.01,S1,P1,42,inner_selection,4,15,P3,1.27973210811615,0.5033416509780624
groupdro,0.01,S1,P1,42,inner_selection,4,16,P2,1.2251031398773193,0.49659116841015066
groupdro,0.01,S1,P1,42,inner_selection,4,16,P3,1.2519766092300415,0.5034088315898493
groupdro,0.01,S1,P1,42,inner_selection,5,0,P2,1.2793465852737427,0.4964882066162849
groupdro,0.01,S1,P1,42,inner_selection,5,0,P3,1.320533275604248,0.5035117933837152
groupdro,0.01,S1,P1,42,inner_selection,5,1,P2,1.1970375776290894,0.49642777262565113
groupdro,0.01,S1,P1,42,inner_selection,5,1,P3,1.221212387084961,0.5035722273743489
groupdro,0.01,S1,P1,42,inner_selection,5,2,P2,1.270580768585205,0.49648850373078274
groupdro,0.01,S1,P1,42,inner_selection,5,2,P3,1.2462871074676514,0.5035114962692173
groupdro,0.01,S1,P1,42,inner_selection,5,3,P2,1.2362397909164429,0.4963044306075464
groupdro,0.01,S1,P1,42,inner_selection,5,3,P3,1.3098728656768799,0.5036955693924536
groupdro,0.01,S1,P1,42,inner_selection,5,4,P2,1.2078254222869873,0.49636134670326165
groupdro,0.01,S1,P1,42,inner_selection,5,4,P3,1.1850577592849731,0.5036386532967383
groupdro,0.01,S1,P1,42,inner_selection,5,5,P2,1.184262752532959,0.49623176616312276
groupdro,0.01,S1,P1,42,inner_selection,5,5,P3,1.236097812652588,0.5037682338368773
groupdro,0.01,S1,P1,42,inner_selection,5,6,P2,1.1549328565597534,0.49631007485952106
groupdro,0.01,S1,P1,42,inner_selection,5,6,P3,1.1236076354980469,0.503689925140479
groupdro,0.01,S1,P1,42,inner_selection,5,7,P2,1.169869065284729,0.49630355834123496
groupdro,0.01,S1,P1,42,inner_selection,5,7,P3,1.172475814819336,0.5036964416587651
groupdro,0.01,S1,P1,42,inner_selection,5,8,P2,1.1130799055099487,0.49623283213166297
groupdro,0.01,S1,P1,42,inner_selection,5,8,P3,1.1413719654083252,0.503767167868337
groupdro,0.01,S1,P1,42,inner_selection,5,9,P2,1.1600713729858398,0.49632854831803846
groupdro,0.01,S1,P1,42,inner_selection,5,9,P3,1.1217827796936035,0.5036714516819615
groupdro,0.01,S1,P1,42,inner_selection,5,10,P2,1.1238932609558105,0.49639336255152566
groupdro,0.01,S1,P1,42,inner_selection,5,10,P3,1.097966194152832,0.5036066374484743
groupdro,0.01,S1,P1,42,inner_selection,5,11,P2,1.0602911710739136,0.4962971660930729
groupdro,0.01,S1,P1,42,inner_selection,5,11,P3,1.0987718105316162,0.503702833906927
groupdro,0.01,S1,P1,42,inner_selection,5,12,P2,1.1360143423080444,0.49626758832729967
groupdro,0.01,S1,P1,42,inner_selection,5,12,P3,1.1478461027145386,0.5037324116727003
groupdro,0.01,S1,P1,42,inner_selection,5,13,P2,1.0894722938537598,0.4963506005566285
groupdro,0.01,S1,P1,42,inner_selection,5,13,P3,1.0562655925750732,0.5036493994433715
groupdro,0.01,S1,P1,42,inner_selection,5,14,P2,1.0910717248916626,0.49642102900300206
groupdro,0.01,S1,P1,42,inner_selection,5,14,P3,1.062898874282837,0.503578970996998
groupdro,0.01,S1,P1,42,inner_selection,5,15,P2,1.02426278591156,0.4961984827506163
groupdro,0.01,S1,P1,42,inner_selection,5,15,P3,1.1132861375808716,0.5038015172493837
groupdro,0.01,S1,P1,42,inner_selection,5,16,P2,1.0079715251922607,0.49612324854143675
groupdro,0.01,S1,P1,42,inner_selection,5,16,P3,1.0380669832229614,0.5038767514585631
groupdro,0.01,S1,P1,42,inner_selection,6,0,P2,0.992782711982727,0.49593319831179405
groupdro,0.01,S1,P1,42,inner_selection,6,0,P3,1.068807601928711,0.504066801688206
groupdro,0.01,S1,P1,42,inner_selection,6,1,P2,1.017390251159668,0.4959968689129094
groupdro,0.01,S1,P1,42,inner_selection,6,1,P3,0.9919203519821167,0.5040031310870906
groupdro,0.01,S1,P1,42,inner_selection,6,2,P2,0.9705978631973267,0.4959537061750364
groupdro,0.01,S1,P1,42,inner_selection,6,2,P3,0.987864077091217,0.5040462938249636
groupdro,0.01,S1,P1,42,inner_selection,6,3,P2,1.0040396451950073,0.4958506524946895
groupdro,0.01,S1,P1,42,inner_selection,6,3,P3,1.0452638864517212,0.5041493475053105
groupdro,0.01,S1,P1,42,inner_selection,6,4,P2,1.0018573999404907,0.4959439443201695
groupdro,0.01,S1,P1,42,inner_selection,6,4,P3,0.9645381569862366,0.5040560556798304
groupdro,0.01,S1,P1,42,inner_selection,6,5,P2,0.9729172587394714,0.49595122201624026
groupdro,0.01,S1,P1,42,inner_selection,6,5,P3,0.970005989074707,0.5040487779837598
groupdro,0.01,S1,P1,42,inner_selection,6,6,P2,0.9295074939727783,0.49592784393423067
groupdro,0.01,S1,P1,42,inner_selection,6,6,P3,0.9388593435287476,0.5040721560657693
groupdro,0.01,S1,P1,42,inner_selection,6,7,P2,0.9555250406265259,0.4959415751915448
groupdro,0.01,S1,P1,42,inner_selection,6,7,P3,0.9500321745872498,0.5040584248084552
groupdro,0.01,S1,P1,42,inner_selection,6,8,P2,0.9306479096412659,0.49602473901568017
groupdro,0.01,S1,P1,42,inner_selection,6,8,P3,0.8973802328109741,0.5039752609843198
groupdro,0.01,S1,P1,42,inner_selection,6,9,P2,0.9153316617012024,0.4960767068512246
groupdro,0.01,S1,P1,42,inner_selection,6,9,P3,0.8945432305335999,0.5039232931487754
groupdro,0.01,S1,P1,42,inner_selection,6,10,P2,0.9907437562942505,0.49625526366991285
groupdro,0.01,S1,P1,42,inner_selection,6,10,P3,0.919316828250885,0.5037447363300871
groupdro,0.01,S1,P1,42,inner_selection,6,11,P2,0.9038190841674805,0.49635708042900417
groupdro,0.01,S1,P1,42,inner_selection,6,11,P3,0.8630901575088501,0.5036429195709959
groupdro,0.01,S1,P1,42,inner_selection,6,12,P2,0.886798620223999,0.49638811344399036
groupdro,0.01,S1,P1,42,inner_selection,6,12,P3,0.8743847608566284,0.5036118865560095
groupdro,0.01,S1,P1,42,inner_selection,6,13,P2,0.8866882920265198,0.4964612532457297
groupdro,0.01,S1,P1,42,inner_selection,6,13,P3,0.8574308753013611,0.5035387467542703
groupdro,0.01,S1,P1,42,inner_selection,6,14,P2,0.8772649168968201,0.4965199951994966
groupdro,0.01,S1,P1,42,inner_selection,6,14,P3,0.8537669777870178,0.5034800048005034
groupdro,0.01,S1,P1,42,inner_selection,6,15,P2,0.8837659358978271,0.4966892884237801
groupdro,0.01,S1,P1,42,inner_selection,6,15,P3,0.8160455226898193,0.50331071157622
groupdro,0.01,S1,P1,42,inner_selection,6,16,P2,0.8152167797088623,0.49680828838613844
groupdro,0.01,S1,P1,42,inner_selection,6,16,P3,0.7676147818565369,0.5031917116138616
groupdro,0.01,S1,P1,42,inner_selection,7,0,P2,0.8043944239616394,0.4968021964441152
groupdro,0.01,S1,P1,42,inner_selection,7,0,P3,0.8068313002586365,0.5031978035558847
groupdro,0.01,S1,P1,42,inner_selection,7,1,P2,0.7891182899475098,0.49680217156019396
groupdro,0.01,S1,P1,42,inner_selection,7,1,P3,0.7891282439231873,0.5031978284398061
groupdro,0.01,S1,P1,42,inner_selection,7,2,P2,0.7717437744140625,0.49680141774129216
groupdro,0.01,S1,P1,42,inner_selection,7,2,P3,0.7720453143119812,0.5031985822587078
groupdro,0.01,S1,P1,42,inner_selection,7,3,P2,0.7655569911003113,0.4968094558445617
groupdro,0.01,S1,P1,42,inner_selection,7,3,P3,0.7623416185379028,0.5031905441554383
groupdro,0.01,S1,P1,42,inner_selection,7,4,P2,0.8300690650939941,0.49693826538641617
groupdro,0.01,S1,P1,42,inner_selection,7,4,P3,0.77854323387146,0.5030617346135838
groupdro,0.01,S1,P1,42,inner_selection,7,5,P2,0.8544726967811584,0.49712054977222175
groupdro,0.01,S1,P1,42,inner_selection,7,5,P3,0.7815563678741455,0.5028794502277782
groupdro,0.01,S1,P1,42,inner_selection,7,6,P2,0.7602500319480896,0.4968971980057663
groupdro,0.01,S1,P1,42,inner_selection,7,6,P3,0.8495939373970032,0.5031028019942337
groupdro,0.01,S1,P1,42,inner_selection,7,7,P2,0.7702335715293884,0.49696500795337895
groupdro,0.01,S1,P1,42,inner_selection,7,7,P3,0.7431085705757141,0.503034992046621
groupdro,0.01,S1,P1,42,inner_selection,7,8,P2,0.7785427570343018,0.4971268175892398
groupdro,0.01,S1,P1,42,inner_selection,7,8,P3,0.7138166427612305,0.5028731824107603
groupdro,0.01,S1,P1,42,inner_selection,7,9,P2,0.6946606636047363,0.4970149904479821
groupdro,0.01,S1,P1,42,inner_selection,7,9,P3,0.7393930554389954,0.502985009552018
groupdro,0.01,S1,P1,42,inner_selection,7,10,P2,0.7762264609336853,0.497203894795225
groupdro,0.01,S1,P1,42,inner_selection,7,10,P3,0.7006621956825256,0.5027961052047751
groupdro,0.01,S1,P1,42,inner_selection,7,11,P2,0.702070951461792,0.49713154944599125
groupdro,0.01,S1,P1,42,inner_selection,7,11,P3,0.7310100197792053,0.5028684505540088
groupdro,0.01,S1,P1,42,inner_selection,7,12,P2,0.6546450853347778,0.49709271026899876
groupdro,0.01,S1,P1,42,inner_selection,7,12,P3,0.6701812744140625,0.5029072897310012
groupdro,0.01,S1,P1,42,inner_selection,7,13,P2,0.7551763653755188,0.4973183455404323
groupdro,0.01,S1,P1,42,inner_selection,7,13,P3,0.6649194359779358,0.5026816544595676
groupdro,0.01,S1,P1,42,inner_selection,7,14,P2,0.7828783988952637,0.49745992774423203
groupdro,0.01,S1,P1,42,inner_selection,7,14,P3,0.7262439727783203,0.502540072255768
groupdro,0.01,S1,P1,42,inner_selection,7,15,P2,0.6794809103012085,0.4975526707113093
groupdro,0.01,S1,P1,42,inner_selection,7,15,P3,0.642382800579071,0.5024473292886906
groupdro,0.01,S1,P1,42,inner_selection,7,16,P2,0.6910747289657593,0.4976267001947878
groupdro,0.01,S1,P1,42,inner_selection,7,16,P3,0.6614622473716736,0.5023732998052123
groupdro,0.01,S1,P1,42,inner_selection,8,0,P2,0.7403565049171448,0.4976240104468513
groupdro,0.01,S1,P1,42,inner_selection,8,0,P3,0.7414324283599854,0.5023759895531487
groupdro,0.01,S1,P1,42,inner_selection,8,1,P2,0.6719309091567993,0.4978049426730067
groupdro,0.01,S1,P1,42,inner_selection,8,1,P3,0.5995565056800842,0.5021950573269934
groupdro,0.01,S1,P1,42,inner_selection,8,2,P2,0.6060552597045898,0.4976745703102768
groupdro,0.01,S1,P1,42,inner_selection,8,2,P3,0.6582052707672119,0.5023254296897232
groupdro,0.01,S1,P1,42,inner_selection,8,3,P2,0.6577125191688538,0.4976314724823763
groupdro,0.01,S1,P1,42,inner_selection,8,3,P3,0.6749520301818848,0.5023685275176236
groupdro,0.01,S1,P1,42,inner_selection,8,4,P2,0.6553682088851929,0.49769123556005956
groupdro,0.01,S1,P1,42,inner_selection,8,4,P3,0.6314624547958374,0.5023087644399405
groupdro,0.01,S1,P1,42,inner_selection,8,5,P2,0.669296383857727,0.4978441172331617
groupdro,0.01,S1,P1,42,inner_selection,8,5,P3,0.6081424951553345,0.5021558827668383
groupdro,0.01,S1,P1,42,inner_selection,8,6,P2,0.6346818208694458,0.4978498083281286
groupdro,0.01,S1,P1,42,inner_selection,8,6,P3,0.6324053406715393,0.5021501916718715
groupdro,0.01,S1,P1,42,inner_selection,8,7,P2,0.6231331825256348,0.4978798738527871
groupdro,0.01,S1,P1,42,inner_selection,8,7,P3,0.6111067533493042,0.502120126147213
groupdro,0.01,S1,P1,42,inner_selection,8,8,P2,0.6178217530250549,0.4977178116679249
groupdro,0.01,S1,P1,42,inner_selection,8,8,P3,0.6826478838920593,0.502282188332075
groupdro,0.01,S1,P1,42,inner_selection,8,9,P2,0.5879923105239868,0.4978434885648623
groupdro,0.01,S1,P1,42,inner_selection,8,9,P3,0.5377205610275269,0.5021565114351376
groupdro,0.01,S1,P1,42,inner_selection,8,10,P2,0.5605566501617432,0.49788466270206205
groupdro,0.01,S1,P1,42,inner_selection,8,10,P3,0.5440866947174072,0.5021153372979379
groupdro,0.01,S1,P1,42,inner_selection,8,11,P2,0.5709425210952759,0.4978824807641231
groupdro,0.01,S1,P1,42,inner_selection,8,11,P3,0.5718153119087219,0.5021175192358769
groupdro,0.01,S1,P1,42,inner_selection,8,12,P2,0.49364882707595825,0.49788908744834015
groupdro,0.01,S1,P1,42,inner_selection,8,12,P3,0.49100610613822937,0.5021109125516598
groupdro,0.01,S1,P1,42,inner_selection,8,13,P2,0.5382052063941956,0.49790305271834706
groupdro,0.01,S1,P1,42,inner_selection,8,13,P3,0.5326189994812012,0.5020969472816529
groupdro,0.01,S1,P1,42,inner_selection,8,14,P2,0.515814483165741,0.49796872906297346
groupdro,0.01,S1,P1,42,inner_selection,8,14,P3,0.48954349756240845,0.5020312709370266
groupdro,0.01,S1,P1,42,inner_selection,8,15,P2,0.5531476736068726,0.4981294562016947
groupdro,0.01,S1,P1,42,inner_selection,8,15,P3,0.48885583877563477,0.5018705437983053
groupdro,0.01,S1,P1,42,inner_selection,8,16,P2,0.461861252784729,0.4980730073939148
groupdro,0.01,S1,P1,42,inner_selection,8,16,P3,0.4844411015510559,0.5019269926060852
groupdro,0.01,S1,P1,42,inner_selection,9,0,P2,0.49458077549934387,0.4980132016800743
groupdro,0.01,S1,P1,42,inner_selection,9,0,P3,0.5185034275054932,0.5019867983199257
groupdro,0.01,S1,P1,42,inner_selection,9,1,P2,0.5356318950653076,0.49812387162289745
groupdro,0.01,S1,P1,42,inner_selection,9,1,P3,0.4913632571697235,0.5018761283771025
groupdro,0.01,S1,P1,42,inner_selection,9,2,P2,0.46551620960235596,0.4981491382768886
groupdro,0.01,S1,P1,42,inner_selection,9,2,P3,0.4554094076156616,0.5018508617231113
groupdro,0.01,S1,P1,42,inner_selection,9,3,P2,0.5108063817024231,0.4982041252145605
groupdro,0.01,S1,P1,42,inner_selection,9,3,P3,0.48881131410598755,0.5017958747854395
groupdro,0.01,S1,P1,42,inner_selection,9,4,P2,0.44827407598495483,0.49822401413669987
groupdro,0.01,S1,P1,42,inner_selection,9,4,P3,0.44031840562820435,0.5017759858633001
groupdro,0.01,S1,P1,42,inner_selection,9,5,P2,0.48268699645996094,0.4982555246356848
groupdro,0.01,S1,P1,42,inner_selection,9,5,P3,0.4700826406478882,0.5017444753643152
groupdro,0.01,S1,P1,42,inner_selection,9,6,P2,0.46934306621551514,0.4983591894101001
groupdro,0.01,S1,P1,42,inner_selection,9,6,P3,0.42787668108940125,0.5016408105899
groupdro,0.01,S1,P1,42,inner_selection,9,7,P2,0.45307260751724243,0.49841520571940695
groupdro,0.01,S1,P1,42,inner_selection,9,7,P3,0.43066585063934326,0.501584794280593
groupdro,0.01,S1,P1,42,inner_selection,9,8,P2,0.4314090311527252,0.4983680645211515
groupdro,0.01,S1,P1,42,inner_selection,9,8,P3,0.45026570558547974,0.5016319354788484
groupdro,0.01,S1,P1,42,inner_selection,9,9,P2,0.4252377152442932,0.49835320256077026
