support_selection_id,strategy,budget,total_labelled_rows,fold,support_seed,class_index,factor_cell,support_row_ordinal,labelled_rows_from_block
run_3c5c52f75aeefdbda4cc,JOINT_FACTOR_COVERAGE,3,21,0,104729,6,E2xS0,30,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,0,E0xS2,36,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,0,E1xS0,19,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,0,E1xS2,28,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,0,E2xS0,24,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,0,E2xS1,3,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,1,E0xS2,20,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,1,E1xS0,27,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,1,E1xS2,19,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,1,E2xS0,17,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,1,E2xS1,19,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,2,E0xS2,40,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,2,E1xS0,28,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,2,E1xS2,34,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,2,E2xS0,19,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,2,E2xS1,3,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,3,E0xS2,40,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,3,E1xS0,13,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,3,E1xS2,0,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,3,E2xS0,20,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,3,E2xS1,27,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,4,E0xS2,15,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,4,E1xS0,18,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,4,E1xS2,39,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,4,E2xS0,44,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,4,E2xS1,41,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,5,E0xS2,12,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,5,E1xS0,15,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,5,E1xS2,37,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,5,E2xS0,31,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,5,E2xS1,35,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,6,E0xS2,44,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,6,E1xS0,37,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,6,E1xS2,23,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,6,E2xS0,30,1
run_509288fc6844b8c760f8,RANDOM_BLOCK,5,35,0,104729,6,E2xS1,37,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,0,E0xS1,22,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,0,E0xS2,36,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,0,E1xS0,19,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,0,E2xS0,24,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,0,E2xS1,3,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,1,E0xS1,14,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,1,E0xS2,20,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,1,E1xS0,27,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,1,E2xS0,17,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,1,E2xS1,19,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,2,E0xS1,39,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,2,E0xS2,40,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,2,E1xS0,28,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,2,E2xS0,19,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,2,E2xS1,3,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,3,E0xS1,1,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,3,E0xS2,40,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,3,E1xS0,13,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,3,E2xS0,20,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,3,E2xS1,27,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,4,E0xS1,6,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,4,E0xS2,15,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,4,E1xS0,18,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,4,E2xS0,44,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,4,E2xS1,41,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,5,E0xS1,21,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,5,E0xS2,12,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,5,E1xS0,15,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,5,E2xS0,31,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,5,E2xS1,35,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,6,E0xS1,38,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,6,E0xS2,44,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,6,E1xS0,37,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,6,E2xS0,30,1
run_42d8fb162890dd0e3e2b,JOINT_FACTOR_COVERAGE,5,35,0,104729,6,E2xS1,37,1
run_4c598bf3d978b1b89580,RANDOM_BLOCK,1,7,0,130363,0,E1xS2,20,1
run_4c598bf3d978b1b89580,RANDOM_BLOCK,1,7,0,130363,1,E1xS2,1,1
run_4c598bf3d978b1b89580,RANDOM_BLOCK,1,7,0,130363,2,E1xS2,18,1
run_4c598bf3d978b1b89580,RANDOM_BLOCK,1,7,0,130363,3,E1xS2,44,1
run_4c598bf3d978b1b89580,RANDOM_BLOCK,1,7,0,130363,4,E1xS2,31,1
run_4c598bf3d978b1b89580,RANDOM_BLOCK,1,7,0,130363,5,E1xS2,39,1
run_4c598bf3d978b1b89580,RANDOM_BLOCK,1,7,0,130363,6,E1xS2,35,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,0,E0xS1,23,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,0,E0xS2,23,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,0,E1xS2,20,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,1,E0xS1,6,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,1,E0xS2,10,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,1,E1xS2,1,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,2,E0xS1,38,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,2,E0xS2,47,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,2,E1xS2,18,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,3,E0xS1,47,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,3,E0xS2,7,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,3,E1xS2,44,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,4,E0xS1,30,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,4,E0xS2,27,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,4,E1xS2,31,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,5,E0xS1,10,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,5,E0xS2,24,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,5,E1xS2,39,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,6,E0xS1,0,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,6,E0xS2,36,1
run_847b6c2e5cdd8ec96ff5,RANDOM_BLOCK,3,21,0,130363,6,E1xS2,35,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,0,E0xS1,23,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,0,E1xS2,20,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,0,E2xS0,48,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,1,E0xS1,6,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,1,E1xS2,1,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,1,E2xS0,17,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,2,E0xS1,38,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,2,E1xS2,18,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,2,E2xS0,11,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,3,E0xS1,47,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,3,E1xS2,44,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,3,E2xS0,48,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,4,E0xS1,30,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,4,E1xS2,31,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,4,E2xS0,4,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,5,E0xS1,10,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,5,E1xS2,39,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,5,E2xS0,49,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,6,E0xS1,0,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,6,E1xS2,35,1
run_1e586f79d3ef20022e2b,ER_BALANCED,3,21,0,130363,6,E2xS0,25,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,0,E0xS1,23,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,0,E0xS2,23,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,0,E2xS0,48,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,1,E0xS1,6,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,1,E0xS2,10,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,1,E2xS0,17,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,2,E0xS1,38,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,2,E0xS2,47,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,2,E2xS0,11,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,3,E0xS1,47,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,3,E0xS2,7,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,3,E2xS0,48,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,4,E0xS1,30,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,4,E0xS2,27,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,4,E2xS0,4,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,5,E0xS1,10,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,5,E0xS2,24,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,5,E2xS0,49,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,6,E0xS1,0,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,6,E0xS2,36,1
run_a1334f23c8f6a18f23df,SURFACE_BALANCED,3,21,0,130363,6,E2xS0,25,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,0,E0xS2,23,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,0,E1xS0,23,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,0,E2xS1,49,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,1,E0xS2,10,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,1,E1xS0,32,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,1,E2xS1,29,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,2,E0xS2,47,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,2,E1xS0,45,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,2,E2xS1,48,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,3,E0xS2,7,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,3,E1xS0,24,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,3,E2xS1,37,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,4,E0xS2,27,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,4,E1xS0,45,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,4,E2xS1,41,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,5,E0xS2,24,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,5,E1xS0,16,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,5,E2xS1,0,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,6,E0xS2,36,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,6,E1xS0,29,1
run_da18b8ad9973f9ff8e83,JOINT_FACTOR_COVERAGE,3,21,0,130363,6,E2xS1,38,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,0,E0xS2,23,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,0,E1xS0,23,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,0,E1xS2,20,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,0,E2xS0,48,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,0,E2xS1,49,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,1,E0xS2,10,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,1,E1xS0,32,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,1,E1xS2,1,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,1,E2xS0,17,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,1,E2xS1,29,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,2,E0xS2,47,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,2,E1xS0,45,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,2,E1xS2,18,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,2,E2xS0,11,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,2,E2xS1,48,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,3,E0xS2,7,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,3,E1xS0,24,1
run_ec786723031912f72ad4,RANDOM_BLOCK,5,35,0,130363,3,E1xS2,44,1
