index,frequency_ghz,mapping_status
43,5.46071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
44,5.47142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
45,5.48214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
46,5.49285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
47,5.50357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
48,5.51428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
49,5.525,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
50,5.53571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
51,5.54642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
52,5.55714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
53,5.56785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
54,5.57857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
55,5.58928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
56,5.6,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
57,5.61071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
58,5.62142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
59,5.63214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
60,5.64285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
61,5.65357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
62,5.66428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
63,5.675,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
64,5.68571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
65,5.69642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
66,5.70714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
67,5.71785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
68,5.72857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
69,5.73928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
70,5.75,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
71,5.76071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
72,5.77142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
73,5.78214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
74,5.79285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
75,5.80357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
76,5.81428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
77,5.825,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
78,5.83571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
79,5.84642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
80,5.85714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
81,5.86785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
82,5.87857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
83,5.88928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
84,5.9,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
85,5.91071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
86,5.92142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
87,5.93214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
88,5.94285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
89,5.95357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
90,5.96428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
91,5.975,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
92,5.98571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
93,5.99642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
94,6.00714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
95,6.01785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
96,6.02857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
97,6.03928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
98,6.05,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
99,6.06071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
100,6.07142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
101,6.08214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
102,6.09285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
103,6.10357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
104,6.11428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
105,6.125,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
106,6.13571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
107,6.14642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
108,6.15714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
109,6.16785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
110,6.17857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
111,6.18928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
112,6.2,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
113,6.21071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
114,6.22142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
115,6.23214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
116,6.24285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
117,6.25357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
118,6.26428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
119,6.275,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
120,6.28571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
121,6.29642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
122,6.30714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
123,6.31785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
124,6.32857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
125,6.33928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
126,6.35,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
127,6.36071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
128,6.37142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
129,6.38214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
130,6.39285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
131,6.40357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
132,6.41428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
133,6.425,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
134,6.43571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
135,6.44642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
136,6.45714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
137,6.46785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
138,6.47857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
139,6.48928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
140,6.5,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
141,6.51071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
142,6.52142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
143,6.53214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
144,6.54285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
145,6.55357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
146,6.56428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
147,6.575,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
148,6.58571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
149,6.59642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
150,6.60714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
151,6.61785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
152,6.62857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
153,6.63928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
154,6.65,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
155,6.66071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
156,6.67142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
157,6.68214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
158,6.69285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
159,6.70357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
160,6.71428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
161,6.725,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
162,6.73571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
163,6.74642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
164,6.75714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
165,6.76785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
166,6.77857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
167,6.78928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
168,6.8,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
169,6.81071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
170,6.82142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
171,6.83214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
172,6.84285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
173,6.85357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
174,6.86428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
175,6.875,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
176,6.88571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
177,6.89642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
178,6.90714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
179,6.91785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
180,6.92857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
181,6.93928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
182,6.95,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
183,6.96071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
184,6.97142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
185,6.98214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
186,6.99285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
187,7.00357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
188,7.01428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
189,7.025,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
190,7.03571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
191,7.04642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
192,7.05714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
193,7.06785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
194,7.07857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
195,7.08928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
196,7.1,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
197,7.11071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
198,7.12142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
199,7.13214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
200,7.14285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
201,7.15357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
202,7.16428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
203,7.175,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
204,7.18571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
205,7.19642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
206,7.20714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
207,7.21785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
208,7.22857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
209,7.23928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
210,7.25,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
211,7.26071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
212,7.27142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
213,7.28214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
214,7.29285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
215,7.30357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
