record_type,paired_unit_id,TagID,ER,surface,held_fold,seed,contrast,estimate,physical_block_count,primary_endpoint
paired_block_seed_contrast,pair_6cff4c54c31d1f172f5ebf9a,1,0,A3,3,45,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_6cff4c54c31d1f172f5ebf9a,1,0,A3,3,45,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_6cff4c54c31d1f172f5ebf9a,1,0,A3,3,45,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_6cff4c54c31d1f172f5ebf9a,1,0,A3,3,46,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_6cff4c54c31d1f172f5ebf9a,1,0,A3,3,46,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_6cff4c54c31d1f172f5ebf9a,1,0,A3,3,46,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,42,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,42,distance_150_minus_50,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,42,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,43,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,43,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,43,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,44,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,44,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,44,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,45,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,45,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,45,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,46,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,46,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_7ca7da9af7b85c410bd18ebf,1,1,A1,2,46,angle_by_distance_interaction,-2.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,42,angle_45_minus_0,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,42,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,42,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,43,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,43,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,43,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,44,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,44,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,44,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,45,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,45,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,45,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,46,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,46,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_e195f2804f0b5f8f422f131d,1,1,A2,3,46,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,42,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,42,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,42,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,43,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,43,distance_150_minus_50,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,43,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,44,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,44,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,44,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,45,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,45,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,45,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,46,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,46,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9a49df49f22a0194b25a4514,1,1,A3,1,46,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,42,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,42,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,42,angle_by_distance_interaction,2.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,43,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,43,distance_150_minus_50,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,43,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,44,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,44,distance_150_minus_50,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,44,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,45,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,45,distance_150_minus_50,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,45,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,46,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,46,distance_150_minus_50,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_9b1812c4a2e2fe2310dae181,1,2,A1,3,46,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,42,angle_45_minus_0,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,42,distance_150_minus_50,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,42,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,43,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,43,distance_150_minus_50,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,43,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,44,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,44,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,44,angle_by_distance_interaction,-2.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,45,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,45,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,45,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,46,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,46,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_68d027990684c88efb84519d,1,2,A2,1,46,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,42,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,42,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,42,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,43,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,43,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,43,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,44,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,44,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,44,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,45,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,45,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,45,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,46,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,46,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_0b62c82a069fc0ea6591502f,1,2,A3,2,46,angle_by_distance_interaction,-2.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,42,angle_45_minus_0,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,42,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,42,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,43,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,43,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,43,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,44,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,44,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,44,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,45,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,45,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,45,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,46,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,46,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_81bc687f4097da257888b87f,2,0,A1,1,46,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,42,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,42,distance_150_minus_50,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,42,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,43,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,43,distance_150_minus_50,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,43,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,44,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,44,distance_150_minus_50,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,44,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,45,angle_45_minus_0,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,45,distance_150_minus_50,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,45,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,46,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,46,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_94f4ffc15b3d16f11a0aa0e8,2,0,A2,2,46,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,42,angle_45_minus_0,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,42,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,42,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,43,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,43,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,43,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,44,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,44,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,44,angle_by_distance_interaction,-1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,45,angle_45_minus_0,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,45,distance_150_minus_50,0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,45,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,46,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,46,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_a081c99efd1a83e18a18e6a2,2,0,A3,3,46,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,42,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,42,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,42,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,43,angle_45_minus_0,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,43,distance_150_minus_50,-0.5,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,43,angle_by_distance_interaction,1.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,44,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,44,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,44,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,45,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,45,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,45,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,46,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,46,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_480c0f52bb6b43895bc3ccb0,2,1,A1,2,46,angle_by_distance_interaction,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_875b84cf0bd76e184ddc7573,2,1,A2,3,42,angle_45_minus_0,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_875b84cf0bd76e184ddc7573,2,1,A2,3,42,distance_150_minus_50,0.0,1,condition_block_accuracy
paired_block_seed_contrast,pair_875b84cf0bd76e184ddc7573,2,1,A2,3,42,angle_by_distance_interaction,0.0,1,condition_block_accuracy
