paired_unit_id,TagID,ER,surface,held_fold,seed,positions,row_count_per_position,pairing_status
pair_4df7117ad193f76bb25fe0ef,2,2,A1,3,43,P1|P2|P3|P4,50,PASS
pair_4df7117ad193f76bb25fe0ef,2,2,A1,3,44,P1|P2|P3|P4,50,PASS
pair_4df7117ad193f76bb25fe0ef,2,2,A1,3,45,P1|P2|P3|P4,50,PASS
pair_4df7117ad193f76bb25fe0ef,2,2,A1,3,46,P1|P2|P3|P4,50,PASS
pair_8b21707272e156f393347b93,2,2,A2,1,42,P1|P2|P3|P4,50,PASS
pair_8b21707272e156f393347b93,2,2,A2,1,43,P1|P2|P3|P4,50,PASS
pair_8b21707272e156f393347b93,2,2,A2,1,44,P1|P2|P3|P4,50,PASS
pair_8b21707272e156f393347b93,2,2,A2,1,45,P1|P2|P3|P4,50,PASS
pair_8b21707272e156f393347b93,2,2,A2,1,46,P1|P2|P3|P4,50,PASS
pair_db0456b8b9d4a4fc84e2beed,2,2,A3,2,42,P1|P2|P3|P4,50,PASS
pair_db0456b8b9d4a4fc84e2beed,2,2,A3,2,43,P1|P2|P3|P4,50,PASS
pair_db0456b8b9d4a4fc84e2beed,2,2,A3,2,44,P1|P2|P3|P4,50,PASS
pair_db0456b8b9d4a4fc84e2beed,2,2,A3,2,45,P1|P2|P3|P4,50,PASS
pair_db0456b8b9d4a4fc84e2beed,2,2,A3,2,46,P1|P2|P3|P4,50,PASS
pair_1442022fc6c5e262216c2073,3,0,A1,1,42,P1|P2|P3|P4,50,PASS
pair_1442022fc6c5e262216c2073,3,0,A1,1,43,P1|P2|P3|P4,50,PASS
pair_1442022fc6c5e262216c2073,3,0,A1,1,44,P1|P2|P3|P4,50,PASS
pair_1442022fc6c5e262216c2073,3,0,A1,1,45,P1|P2|P3|P4,50,PASS
pair_1442022fc6c5e262216c2073,3,0,A1,1,46,P1|P2|P3|P4,50,PASS
pair_c1dec54e94974c054908f2c3,3,0,A2,2,42,P1|P2|P3|P4,50,PASS
pair_c1dec54e94974c054908f2c3,3,0,A2,2,43,P1|P2|P3|P4,50,PASS
pair_c1dec54e94974c054908f2c3,3,0,A2,2,44,P1|P2|P3|P4,50,PASS
pair_c1dec54e94974c054908f2c3,3,0,A2,2,45,P1|P2|P3|P4,50,PASS
pair_c1dec54e94974c054908f2c3,3,0,A2,2,46,P1|P2|P3|P4,50,PASS
pair_3eacb39272786cb649073b57,3,0,A3,3,42,P1|P2|P3|P4,50,PASS
pair_3eacb39272786cb649073b57,3,0,A3,3,43,P1|P2|P3|P4,50,PASS
pair_3eacb39272786cb649073b57,3,0,A3,3,44,P1|P2|P3|P4,50,PASS
pair_3eacb39272786cb649073b57,3,0,A3,3,45,P1|P2|P3|P4,50,PASS
pair_3eacb39272786cb649073b57,3,0,A3,3,46,P1|P2|P3|P4,50,PASS
pair_b05ffc5f2434aa1959c8e0e2,3,1,A1,2,42,P1|P2|P3|P4,50,PASS
pair_b05ffc5f2434aa1959c8e0e2,3,1,A1,2,43,P1|P2|P3|P4,50,PASS
pair_b05ffc5f2434aa1959c8e0e2,3,1,A1,2,44,P1|P2|P3|P4,50,PASS
pair_b05ffc5f2434aa1959c8e0e2,3,1,A1,2,45,P1|P2|P3|P4,50,PASS
pair_b05ffc5f2434aa1959c8e0e2,3,1,A1,2,46,P1|P2|P3|P4,50,PASS
pair_c1e269e7190fde5d9ff5f552,3,1,A2,3,42,P1|P2|P3|P4,50,PASS
pair_c1e269e7190fde5d9ff5f552,3,1,A2,3,43,P1|P2|P3|P4,50,PASS
pair_c1e269e7190fde5d9ff5f552,3,1,A2,3,44,P1|P2|P3|P4,50,PASS
pair_c1e269e7190fde5d9ff5f552,3,1,A2,3,45,P1|P2|P3|P4,50,PASS
pair_c1e269e7190fde5d9ff5f552,3,1,A2,3,46,P1|P2|P3|P4,50,PASS
pair_c79f6601e030ebd2067ec6de,3,1,A3,1,42,P1|P2|P3|P4,50,PASS
pair_c79f6601e030ebd2067ec6de,3,1,A3,1,43,P1|P2|P3|P4,50,PASS
pair_c79f6601e030ebd2067ec6de,3,1,A3,1,44,P1|P2|P3|P4,50,PASS
pair_c79f6601e030ebd2067ec6de,3,1,A3,1,45,P1|P2|P3|P4,50,PASS
pair_c79f6601e030ebd2067ec6de,3,1,A3,1,46,P1|P2|P3|P4,50,PASS
pair_f86ae0f5b1a7a3e4209af1ca,3,2,A1,3,42,P1|P2|P3|P4,50,PASS
pair_f86ae0f5b1a7a3e4209af1ca,3,2,A1,3,43,P1|P2|P3|P4,50,PASS
pair_f86ae0f5b1a7a3e4209af1ca,3,2,A1,3,44,P1|P2|P3|P4,50,PASS
pair_f86ae0f5b1a7a3e4209af1ca,3,2,A1,3,45,P1|P2|P3|P4,50,PASS
pair_f86ae0f5b1a7a3e4209af1ca,3,2,A1,3,46,P1|P2|P3|P4,50,PASS
pair_77397d69b88b179e153c702d,3,2,A2,1,42,P1|P2|P3|P4,50,PASS
pair_77397d69b88b179e153c702d,3,2,A2,1,43,P1|P2|P3|P4,50,PASS
pair_77397d69b88b179e153c702d,3,2,A2,1,44,P1|P2|P3|P4,50,PASS
pair_77397d69b88b179e153c702d,3,2,A2,1,45,P1|P2|P3|P4,50,PASS
pair_77397d69b88b179e153c702d,3,2,A2,1,46,P1|P2|P3|P4,50,PASS
pair_e2b043df160816f5fdd81e64,3,2,A3,2,42,P1|P2|P3|P4,50,PASS
pair_e2b043df160816f5fdd81e64,3,2,A3,2,43,P1|P2|P3|P4,50,PASS
pair_e2b043df160816f5fdd81e64,3,2,A3,2,44,P1|P2|P3|P4,50,PASS
pair_e2b043df160816f5fdd81e64,3,2,A3,2,45,P1|P2|P3|P4,50,PASS
pair_e2b043df160816f5fdd81e64,3,2,A3,2,46,P1|P2|P3|P4,50,PASS
pair_b1310b19d663beb4cbd53c8d,4,0,A1,1,42,P1|P2|P3|P4,50,PASS
pair_b1310b19d663beb4cbd53c8d,4,0,A1,1,43,P1|P2|P3|P4,50,PASS
pair_b1310b19d663beb4cbd53c8d,4,0,A1,1,44,P1|P2|P3|P4,50,PASS
pair_b1310b19d663beb4cbd53c8d,4,0,A1,1,45,P1|P2|P3|P4,50,PASS
pair_b1310b19d663beb4cbd53c8d,4,0,A1,1,46,P1|P2|P3|P4,50,PASS
pair_bdf1f6e8472c8d76aff3d040,4,0,A2,2,42,P1|P2|P3|P4,50,PASS
pair_bdf1f6e8472c8d76aff3d040,4,0,A2,2,43,P1|P2|P3|P4,50,PASS
pair_bdf1f6e8472c8d76aff3d040,4,0,A2,2,44,P1|P2|P3|P4,50,PASS
pair_bdf1f6e8472c8d76aff3d040,4,0,A2,2,45,P1|P2|P3|P4,50,PASS
pair_bdf1f6e8472c8d76aff3d040,4,0,A2,2,46,P1|P2|P3|P4,50,PASS
pair_c05f65484ff968fcafd730cc,4,0,A3,3,42,P1|P2|P3|P4,50,PASS
pair_c05f65484ff968fcafd730cc,4,0,A3,3,43,P1|P2|P3|P4,50,PASS
pair_c05f65484ff968fcafd730cc,4,0,A3,3,44,P1|P2|P3|P4,50,PASS
pair_c05f65484ff968fcafd730cc,4,0,A3,3,45,P1|P2|P3|P4,50,PASS
pair_c05f65484ff968fcafd730cc,4,0,A3,3,46,P1|P2|P3|P4,50,PASS
pair_ba2afdeb468b71e1fef11175,4,1,A1,2,42,P1|P2|P3|P4,50,PASS
pair_ba2afdeb468b71e1fef11175,4,1,A1,2,43,P1|P2|P3|P4,50,PASS
pair_ba2afdeb468b71e1fef11175,4,1,A1,2,44,P1|P2|P3|P4,50,PASS
pair_ba2afdeb468b71e1fef11175,4,1,A1,2,45,P1|P2|P3|P4,50,PASS
pair_ba2afdeb468b71e1fef11175,4,1,A1,2,46,P1|P2|P3|P4,50,PASS
pair_ed40a5cb6d8516ea236f9635,4,1,A2,3,42,P1|P2|P3|P4,50,PASS
pair_ed40a5cb6d8516ea236f9635,4,1,A2,3,43,P1|P2|P3|P4,50,PASS
pair_ed40a5cb6d8516ea236f9635,4,1,A2,3,44,P1|P2|P3|P4,50,PASS
pair_ed40a5cb6d8516ea236f9635,4,1,A2,3,45,P1|P2|P3|P4,50,PASS
pair_ed40a5cb6d8516ea236f9635,4,1,A2,3,46,P1|P2|P3|P4,50,PASS
pair_65532ec015bcdac5660bf184,4,1,A3,1,42,P1|P2|P3|P4,50,PASS
pair_65532ec015bcdac5660bf184,4,1,A3,1,43,P1|P2|P3|P4,50,PASS
pair_65532ec015bcdac5660bf184,4,1,A3,1,44,P1|P2|P3|P4,50,PASS
pair_65532ec015bcdac5660bf184,4,1,A3,1,45,P1|P2|P3|P4,50,PASS
pair_65532ec015bcdac5660bf184,4,1,A3,1,46,P1|P2|P3|P4,50,PASS
pair_1f511e7414737e2ee9b3081d,4,2,A1,3,42,P1|P2|P3|P4,50,PASS
pair_1f511e7414737e2ee9b3081d,4,2,A1,3,43,P1|P2|P3|P4,50,PASS
pair_1f511e7414737e2ee9b3081d,4,2,A1,3,44,P1|P2|P3|P4,50,PASS
pair_1f511e7414737e2ee9b3081d,4,2,A1,3,45,P1|P2|P3|P4,50,PASS
pair_1f511e7414737e2ee9b3081d,4,2,A1,3,46,P1|P2|P3|P4,50,PASS
pair_773426702f1c21a4c6e48ed3,4,2,A2,1,42,P1|P2|P3|P4,50,PASS
pair_773426702f1c21a4c6e48ed3,4,2,A2,1,43,P1|P2|P3|P4,50,PASS
pair_773426702f1c21a4c6e48ed3,4,2,A2,1,44,P1|P2|P3|P4,50,PASS
pair_773426702f1c21a4c6e48ed3,4,2,A2,1,45,P1|P2|P3|P4,50,PASS
pair_773426702f1c21a4c6e48ed3,4,2,A2,1,46,P1|P2|P3|P4,50,PASS
pair_a75386d67e75529c96c29363,4,2,A3,2,42,P1|P2|P3|P4,50,PASS
pair_a75386d67e75529c96c29363,4,2,A3,2,43,P1|P2|P3|P4,50,PASS
pair_a75386d67e75529c96c29363,4,2,A3,2,44,P1|P2|P3|P4,50,PASS
pair_a75386d67e75529c96c29363,4,2,A3,2,45,P1|P2|P3|P4,50,PASS
pair_a75386d67e75529c96c29363,4,2,A3,2,46,P1|P2|P3|P4,50,PASS
pair_5be8a8178869acf2fd392ec4,5,0,A1,1,42,P1|P2|P3|P4,50,PASS
pair_5be8a8178869acf2fd392ec4,5,0,A1,1,43,P1|P2|P3|P4,50,PASS
pair_5be8a8178869acf2fd392ec4,5,0,A1,1,44,P1|P2|P3|P4,50,PASS
pair_5be8a8178869acf2fd392ec4,5,0,A1,1,45,P1|P2|P3|P4,50,PASS
pair_5be8a8178869acf2fd392ec4,5,0,A1,1,46,P1|P2|P3|P4,50,PASS
pair_6e2ead72cd9dbc69d6565965,5,0,A2,2,42,P1|P2|P3|P4,50,PASS
pair_6e2ead72cd9dbc69d6565965,5,0,A2,2,43,P1|P2|P3|P4,50,PASS
pair_6e2ead72cd9dbc69d6565965,5,0,A2,2,44,P1|P2|P3|P4,50,PASS
pair_6e2ead72cd9dbc69d6565965,5,0,A2,2,45,P1|P2|P3|P4,50,PASS
pair_6e2ead72cd9dbc69d6565965,5,0,A2,2,46,P1|P2|P3|P4,50,PASS
pair_871635859f67d9a71834fe97,5,0,A3,3,42,P1|P2|P3|P4,50,PASS
pair_871635859f67d9a71834fe97,5,0,A3,3,43,P1|P2|P3|P4,50,PASS
pair_871635859f67d9a71834fe97,5,0,A3,3,44,P1|P2|P3|P4,50,PASS
pair_871635859f67d9a71834fe97,5,0,A3,3,45,P1|P2|P3|P4,50,PASS
pair_871635859f67d9a71834fe97,5,0,A3,3,46,P1|P2|P3|P4,50,PASS
pair_0274a528ad1503c9c724e849,5,1,A1,2,42,P1|P2|P3|P4,50,PASS
pair_0274a528ad1503c9c724e849,5,1,A1,2,43,P1|P2|P3|P4,50,PASS
pair_0274a528ad1503c9c724e849,5,1,A1,2,44,P1|P2|P3|P4,50,PASS
pair_0274a528ad1503c9c724e849,5,1,A1,2,45,P1|P2|P3|P4,50,PASS
pair_0274a528ad1503c9c724e849,5,1,A1,2,46,P1|P2|P3|P4,50,PASS
pair_a991542913bc99245846b8bb,5,1,A2,3,42,P1|P2|P3|P4,50,PASS
pair_a991542913bc99245846b8bb,5,1,A2,3,43,P1|P2|P3|P4,50,PASS
pair_a991542913bc99245846b8bb,5,1,A2,3,44,P1|P2|P3|P4,50,PASS
pair_a991542913bc99245846b8bb,5,1,A2,3,45,P1|P2|P3|P4,50,PASS
pair_a991542913bc99245846b8bb,5,1,A2,3,46,P1|P2|P3|P4,50,PASS
pair_c1bbfbee02058f5123e30914,5,1,A3,1,42,P1|P2|P3|P4,50,PASS
pair_c1bbfbee02058f5123e30914,5,1,A3,1,43,P1|P2|P3|P4,50,PASS
pair_c1bbfbee02058f5123e30914,5,1,A3,1,44,P1|P2|P3|P4,50,PASS
pair_c1bbfbee02058f5123e30914,5,1,A3,1,45,P1|P2|P3|P4,50,PASS
pair_c1bbfbee02058f5123e30914,5,1,A3,1,46,P1|P2|P3|P4,50,PASS
pair_c420084c739b2c3df0e2403a,5,2,A1,3,42,P1|P2|P3|P4,50,PASS
pair_c420084c739b2c3df0e2403a,5,2,A1,3,43,P1|P2|P3|P4,50,PASS
pair_c420084c739b2c3df0e2403a,5,2,A1,3,44,P1|P2|P3|P4,50,PASS
pair_c420084c739b2c3df0e2403a,5,2,A1,3,45,P1|P2|P3|P4,50,PASS
pair_c420084c739b2c3df0e2403a,5,2,A1,3,46,P1|P2|P3|P4,50,PASS
pair_ec7050f28c24b4d9438b3c11,5,2,A2,1,42,P1|P2|P3|P4,50,PASS
pair_ec7050f28c24b4d9438b3c11,5,2,A2,1,43,P1|P2|P3|P4,50,PASS
pair_ec7050f28c24b4d9438b3c11,5,2,A2,1,44,P1|P2|P3|P4,50,PASS
pair_ec7050f28c24b4d9438b3c11,5,2,A2,1,45,P1|P2|P3|P4,50,PASS
pair_ec7050f28c24b4d9438b3c11,5,2,A2,1,46,P1|P2|P3|P4,50,PASS
pair_e69d2fed27502508d2cfd2a3,5,2,A3,2,42,P1|P2|P3|P4,50,PASS
pair_e69d2fed27502508d2cfd2a3,5,2,A3,2,43,P1|P2|P3|P4,50,PASS
pair_e69d2fed27502508d2cfd2a3,5,2,A3,2,44,P1|P2|P3|P4,50,PASS
pair_e69d2fed27502508d2cfd2a3,5,2,A3,2,45,P1|P2|P3|P4,50,PASS
pair_e69d2fed27502508d2cfd2a3,5,2,A3,2,46,P1|P2|P3|P4,50,PASS
pair_18e7a3e81d6967e4d9cce644,6,0,A1,1,42,P1|P2|P3|P4,50,PASS
pair_18e7a3e81d6967e4d9cce644,6,0,A1,1,43,P1|P2|P3|P4,50,PASS
pair_18e7a3e81d6967e4d9cce644,6,0,A1,1,44,P1|P2|P3|P4,50,PASS
pair_18e7a3e81d6967e4d9cce644,6,0,A1,1,45,P1|P2|P3|P4,50,PASS
pair_18e7a3e81d6967e4d9cce644,6,0,A1,1,46,P1|P2|P3|P4,50,PASS
pair_273288675ae8b2c187bdd96f,6,0,A2,2,42,P1|P2|P3|P4,50,PASS
pair_273288675ae8b2c187bdd96f,6,0,A2,2,43,P1|P2|P3|P4,50,PASS
pair_273288675ae8b2c187bdd96f,6,0,A2,2,44,P1|P2|P3|P4,50,PASS
pair_273288675ae8b2c187bdd96f,6,0,A2,2,45,P1|P2|P3|P4,50,PASS
pair_273288675ae8b2c187bdd96f,6,0,A2,2,46,P1|P2|P3|P4,50,PASS
pair_fe4a44a4ff076e943a9f4977,6,0,A3,3,42,P1|P2|P3|P4,50,PASS
pair_fe4a44a4ff076e943a9f4977,6,0,A3,3,43,P1|P2|P3|P4,50,PASS
pair_fe4a44a4ff076e943a9f4977,6,0,A3,3,44,P1|P2|P3|P4,50,PASS
pair_fe4a44a4ff076e943a9f4977,6,0,A3,3,45,P1|P2|P3|P4,50,PASS
pair_fe4a44a4ff076e943a9f4977,6,0,A3,3,46,P1|P2|P3|P4,50,PASS
pair_dbc85ee49b40dfb59b2b3074,6,1,A1,2,42,P1|P2|P3|P4,50,PASS
pair_dbc85ee49b40dfb59b2b3074,6,1,A1,2,43,P1|P2|P3|P4,50,PASS
pair_dbc85ee49b40dfb59b2b3074,6,1,A1,2,44,P1|P2|P3|P4,50,PASS
pair_dbc85ee49b40dfb59b2b3074,6,1,A1,2,45,P1|P2|P3|P4,50,PASS
pair_dbc85ee49b40dfb59b2b3074,6,1,A1,2,46,P1|P2|P3|P4,50,PASS
pair_63f060c2cbd512822fe3837a,6,1,A2,3,42,P1|P2|P3|P4,50,PASS
pair_63f060c2cbd512822fe3837a,6,1,A2,3,43,P1|P2|P3|P4,50,PASS
pair_63f060c2cbd512822fe3837a,6,1,A2,3,44,P1|P2|P3|P4,50,PASS
pair_63f060c2cbd512822fe3837a,6,1,A2,3,45,P1|P2|P3|P4,50,PASS
pair_63f060c2cbd512822fe3837a,6,1,A2,3,46,P1|P2|P3|P4,50,PASS
pair_b8f90d87cc54a439ded59026,6,1,A3,1,42,P1|P2|P3|P4,50,PASS
pair_b8f90d87cc54a439ded59026,6,1,A3,1,43,P1|P2|P3|P4,50,PASS
pair_b8f90d87cc54a439ded59026,6,1,A3,1,44,P1|P2|P3|P4,50,PASS
pair_b8f90d87cc54a439ded59026,6,1,A3,1,45,P1|P2|P3|P4,50,PASS
pair_b8f90d87cc54a439ded59026,6,1,A3,1,46,P1|P2|P3|P4,50,PASS
pair_1bed42af3000f233382a5c7b,6,2,A1,3,42,P1|P2|P3|P4,50,PASS
pair_1bed42af3000f233382a5c7b,6,2,A1,3,43,P1|P2|P3|P4,50,PASS
pair_1bed42af3000f233382a5c7b,6,2,A1,3,44,P1|P2|P3|P4,50,PASS
pair_1bed42af3000f233382a5c7b,6,2,A1,3,45,P1|P2|P3|P4,50,PASS
pair_1bed42af3000f233382a5c7b,6,2,A1,3,46,P1|P2|P3|P4,50,PASS
pair_6d15d0b32d43280acc1e8a6d,6,2,A2,1,42,P1|P2|P3|P4,50,PASS
pair_6d15d0b32d43280acc1e8a6d,6,2,A2,1,43,P1|P2|P3|P4,50,PASS
pair_6d15d0b32d43280acc1e8a6d,6,2,A2,1,44,P1|P2|P3|P4,50,PASS
pair_6d15d0b32d43280acc1e8a6d,6,2,A2,1,45,P1|P2|P3|P4,50,PASS
pair_6d15d0b32d43280acc1e8a6d,6,2,A2,1,46,P1|P2|P3|P4,50,PASS
pair_42c1058368bca566a09472ce,6,2,A3,2,42,P1|P2|P3|P4,50,PASS
pair_42c1058368bca566a09472ce,6,2,A3,2,43,P1|P2|P3|P4,50,PASS
pair_42c1058368bca566a09472ce,6,2,A3,2,44,P1|P2|P3|P4,50,PASS
pair_42c1058368bca566a09472ce,6,2,A3,2,45,P1|P2|P3|P4,50,PASS
pair_42c1058368bca566a09472ce,6,2,A3,2,46,P1|P2|P3|P4,50,PASS
pair_d04dcd3928a58743e6e6006b,7,0,A1,1,42,P1|P2|P3|P4,50,PASS
pair_d04dcd3928a58743e6e6006b,7,0,A1,1,43,P1|P2|P3|P4,50,PASS
pair_d04dcd3928a58743e6e6006b,7,0,A1,1,44,P1|P2|P3|P4,50,PASS
pair_d04dcd3928a58743e6e6006b,7,0,A1,1,45,P1|P2|P3|P4,50,PASS
pair_d04dcd3928a58743e6e6006b,7,0,A1,1,46,P1|P2|P3|P4,50,PASS
pair_cec49f997f1cc2a0670bb3f7,7,0,A2,2,42,P1|P2|P3|P4,50,PASS
pair_cec49f997f1cc2a0670bb3f7,7,0,A2,2,43,P1|P2|P3|P4,50,PASS
pair_cec49f997f1cc2a0670bb3f7,7,0,A2,2,44,P1|P2|P3|P4,50,PASS
pair_cec49f997f1cc2a0670bb3f7,7,0,A2,2,45,P1|P2|P3|P4,50,PASS
pair_cec49f997f1cc2a0670bb3f7,7,0,A2,2,46,P1|P2|P3|P4,50,PASS
pair_8fb655e536f09ad440a87f32,7,0,A3,3,42,P1|P2|P3|P4,50,PASS
pair_8fb655e536f09ad440a87f32,7,0,A3,3,43,P1|P2|P3|P4,50,PASS
pair_8fb655e536f09ad440a87f32,7,0,A3,3,44,P1|P2|P3|P4,50,PASS
pair_8fb655e536f09ad440a87f32,7,0,A3,3,45,P1|P2|P3|P4,50,PASS
