position,fold,seed,evaluation_level,class_index,TagID,precision,recall,f1,support
P1,1,46,row,2,3,0.0,0.0,0.0,150
P1,1,46,row,3,4,0.4975124378109453,0.6666666666666666,0.5698005698005698,150
P1,1,46,row,4,5,0.4024896265560166,0.6466666666666666,0.4961636828644501,150
P1,1,46,row,5,6,0.3952569169960474,0.6666666666666666,0.49627791563275436,150
P1,1,46,row,6,7,0.40160642570281124,0.6666666666666666,0.5012531328320802,150
P1,1,46,condition_block,0,1,0.0,0.0,0.0,3
P1,1,46,condition_block,1,2,0.0,0.0,0.0,3
P1,1,46,condition_block,2,3,0.0,0.0,0.0,3
P1,1,46,condition_block,3,4,0.5,0.6666666666666666,0.5714285714285714,3
P1,1,46,condition_block,4,5,0.4,0.6666666666666666,0.5,3
P1,1,46,condition_block,5,6,0.4,0.6666666666666666,0.5,3
P1,1,46,condition_block,6,7,0.4,0.6666666666666666,0.5,3
P1,2,42,row,0,1,0.6275862068965518,0.6066666666666667,0.6169491525423729,150
P1,2,42,row,1,2,0.5076142131979695,0.6666666666666666,0.5763688760806917,150
P1,2,42,row,2,3,0.0,0.0,0.0,150
P1,2,42,row,3,4,0.0,0.0,0.0,150
P1,2,42,row,4,5,0.1652892561983471,0.6666666666666666,0.26490066225165565,150
P1,2,42,row,5,6,0.0,0.0,0.0,150
P1,2,42,row,6,7,0.9320388349514563,0.64,0.758893280632411,150
P1,2,42,condition_block,0,1,0.5,0.6666666666666666,0.5714285714285714,3
P1,2,42,condition_block,1,2,0.5,0.6666666666666666,0.5714285714285714,3
P1,2,42,condition_block,2,3,0.0,0.0,0.0,3
P1,2,42,condition_block,3,4,0.0,0.0,0.0,3
P1,2,42,condition_block,4,5,0.16666666666666666,0.6666666666666666,0.26666666666666666,3
P1,2,42,condition_block,5,6,0.0,0.0,0.0,3
P1,2,42,condition_block,6,7,1.0,0.3333333333333333,0.5,3
P1,2,43,row,0,1,1.0,0.04,0.07692307692307693,150
P1,2,43,row,1,2,0.18214936247723132,0.6666666666666666,0.2861230329041488,150
P1,2,43,row,2,3,0.5,0.3333333333333333,0.4,150
P1,2,43,row,3,4,0.6622516556291391,0.6666666666666666,0.6644518272425249,150
P1,2,43,row,4,5,0.0,0.0,0.0,150
P1,2,43,row,5,6,0.0,0.0,0.0,150
P1,2,43,row,6,7,0.4098360655737705,0.6666666666666666,0.5076142131979695,150
P1,2,43,condition_block,0,1,0.0,0.0,0.0,3
P1,2,43,condition_block,1,2,0.18181818181818182,0.6666666666666666,0.2857142857142857,3
P1,2,43,condition_block,2,3,0.5,0.3333333333333333,0.4,3
P1,2,43,condition_block,3,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,3
P1,2,43,condition_block,4,5,0.0,0.0,0.0,3
P1,2,43,condition_block,5,6,0.0,0.0,0.0,3
P1,2,43,condition_block,6,7,0.4,0.6666666666666666,0.5,3
P1,2,44,row,0,1,0.0,0.0,0.0,150
P1,2,44,row,1,2,0.3087248322147651,0.30666666666666664,0.3076923076923077,150
P1,2,44,row,2,3,0.5719844357976653,0.98,0.7223587223587223,150
P1,2,44,row,3,4,0.5129533678756477,0.66,0.577259475218659,150
P1,2,44,row,4,5,0.24509803921568626,0.3333333333333333,0.2824858757062147,150
P1,2,44,row,5,6,0.0,0.0,0.0,150
P1,2,44,row,6,7,0.5026178010471204,0.64,0.5630498533724341,150
P1,2,44,condition_block,0,1,0.0,0.0,0.0,3
P1,2,44,condition_block,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P1,2,44,condition_block,2,3,0.6,1.0,0.75,3
P1,2,44,condition_block,3,4,0.5,0.6666666666666666,0.5714285714285714,3
P1,2,44,condition_block,4,5,0.25,0.3333333333333333,0.2857142857142857,3
P1,2,44,condition_block,5,6,0.0,0.0,0.0,3
P1,2,44,condition_block,6,7,0.5,0.6666666666666666,0.5714285714285714,3
P1,2,45,row,0,1,0.0,0.0,0.0,150
P1,2,45,row,1,2,0.0,0.0,0.0,150
P1,2,45,row,2,3,0.0,0.0,0.0,150
P1,2,45,row,3,4,0.5050505050505051,0.6666666666666666,0.5747126436781609,150
P1,2,45,row,4,5,0.0,0.0,0.0,150
P1,2,45,row,5,6,0.0,0.0,0.0,150
P1,2,45,row,6,7,0.2881844380403458,0.6666666666666666,0.4024144869215292,150
P1,2,45,condition_block,0,1,0.0,0.0,0.0,3
P1,2,45,condition_block,1,2,0.0,0.0,0.0,3
P1,2,45,condition_block,2,3,0.0,0.0,0.0,3
P1,2,45,condition_block,3,4,0.5,0.6666666666666666,0.5714285714285714,3
P1,2,45,condition_block,4,5,0.0,0.0,0.0,3
P1,2,45,condition_block,5,6,0.0,0.0,0.0,3
P1,2,45,condition_block,6,7,0.2857142857142857,0.6666666666666666,0.4,3
P1,2,46,row,0,1,0.0,0.0,0.0,150
P1,2,46,row,1,2,0.0,0.0,0.0,150
P1,2,46,row,2,3,0.2819767441860465,0.6466666666666666,0.39271255060728744,150
P1,2,46,row,3,4,0.5,0.3333333333333333,0.4,150
P1,2,46,row,4,5,0.16612377850162866,0.34,0.22319474835886213,150
P1,2,46,row,5,6,0.15384615384615385,0.30666666666666664,0.20489977728285078,150
P1,2,46,row,6,7,0.0,0.0,0.0,150
P1,2,46,condition_block,0,1,0.0,0.0,0.0,3
P1,2,46,condition_block,1,2,0.0,0.0,0.0,3
P1,2,46,condition_block,2,3,0.2857142857142857,0.6666666666666666,0.4,3
P1,2,46,condition_block,3,4,0.5,0.3333333333333333,0.4,3
P1,2,46,condition_block,4,5,0.16666666666666666,0.3333333333333333,0.2222222222222222,3
P1,2,46,condition_block,5,6,0.16666666666666666,0.3333333333333333,0.2222222222222222,3
P1,2,46,condition_block,6,7,0.0,0.0,0.0,3
P1,3,42,row,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,150
P1,3,42,row,1,2,0.0,0.0,0.0,150
P1,3,42,row,2,3,0.0,0.0,0.0,150
P1,3,42,row,3,4,0.5,1.0,0.6666666666666666,150
P1,3,42,row,4,5,0.0,0.0,0.0,150
P1,3,42,row,5,6,1.0,0.3333333333333333,0.5,150
P1,3,42,row,6,7,0.375,1.0,0.5454545454545454,150
P1,3,42,condition_block,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P1,3,42,condition_block,1,2,0.0,0.0,0.0,3
P1,3,42,condition_block,2,3,0.0,0.0,0.0,3
P1,3,42,condition_block,3,4,0.5,1.0,0.6666666666666666,3
P1,3,42,condition_block,4,5,0.0,0.0,0.0,3
P1,3,42,condition_block,5,6,1.0,0.3333333333333333,0.5,3
P1,3,42,condition_block,6,7,0.375,1.0,0.5454545454545454,3
P1,3,43,row,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,150
P1,3,43,row,1,2,0.0,0.0,0.0,150
P1,3,43,row,2,3,0.30120481927710846,0.3333333333333333,0.31645569620253167,150
P1,3,43,row,3,4,0.5305164319248826,0.7533333333333333,0.6225895316804407,150
P1,3,43,row,4,5,0.0,0.0,0.0,150
P1,3,43,row,5,6,0.36496350364963503,0.3333333333333333,0.34843205574912894,150
P1,3,43,row,6,7,0.4050632911392405,0.64,0.49612403100775193,150
P1,3,43,condition_block,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P1,3,43,condition_block,1,2,0.0,0.0,0.0,3
P1,3,43,condition_block,2,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P1,3,43,condition_block,3,4,0.6,1.0,0.75,3
P1,3,43,condition_block,4,5,0.0,0.0,0.0,3
P1,3,43,condition_block,5,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P1,3,43,condition_block,6,7,0.4,0.6666666666666666,0.5,3
P1,3,44,row,0,1,0.12626262626262627,0.3333333333333333,0.18315018315018314,150
P1,3,44,row,1,2,0.0,0.0,0.0,150
P1,3,44,row,2,3,1.0,0.3333333333333333,0.5,150
P1,3,44,row,3,4,0.4,0.6666666666666666,0.5,150
P1,3,44,row,4,5,0.0,0.0,0.0,150
P1,3,44,row,5,6,0.0,0.0,0.0,150
P1,3,44,row,6,7,0.2647058823529412,0.36,0.3050847457627119,150
P1,3,44,condition_block,0,1,0.125,0.3333333333333333,0.18181818181818182,3
P1,3,44,condition_block,1,2,0.0,0.0,0.0,3
P1,3,44,condition_block,2,3,1.0,0.3333333333333333,0.5,3
P1,3,44,condition_block,3,4,0.4,0.6666666666666666,0.5,3
P1,3,44,condition_block,4,5,0.0,0.0,0.0,3
P1,3,44,condition_block,5,6,0.0,0.0,0.0,3
P1,3,44,condition_block,6,7,0.25,0.3333333333333333,0.2857142857142857,3
P1,3,45,row,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,150
P1,3,45,row,1,2,0.0,0.0,0.0,150
P1,3,45,row,2,3,0.46601941747572817,0.64,0.5393258426966292,150
P1,3,45,row,3,4,0.38650306748466257,0.42,0.402555910543131,150
P1,3,45,row,4,5,0.0,0.0,0.0,150
P1,3,45,row,5,6,0.26737967914438504,0.3333333333333333,0.29673590504451036,150
P1,3,45,row,6,7,0.36885245901639346,0.6,0.45685279187817257,150
P1,3,45,condition_block,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P1,3,45,condition_block,1,2,0.0,0.0,0.0,3
P1,3,45,condition_block,2,3,0.5,0.6666666666666666,0.5714285714285714,3
P1,3,45,condition_block,3,4,0.5,0.6666666666666666,0.5714285714285714,3
P1,3,45,condition_block,4,5,0.0,0.0,0.0,3
P1,3,45,condition_block,5,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P1,3,45,condition_block,6,7,0.4,0.6666666666666666,0.5,3
P1,3,46,row,0,1,0.5,0.3333333333333333,0.4,150
P1,3,46,row,1,2,0.0,0.0,0.0,150
P1,3,46,row,2,3,0.25,0.3333333333333333,0.2857142857142857,150
P1,3,46,row,3,4,0.5,1.0,0.6666666666666666,150
P1,3,46,row,4,5,0.0,0.0,0.0,150
P1,3,46,row,5,6,0.5,0.3333333333333333,0.4,150
P1,3,46,row,6,7,0.4,0.6666666666666666,0.5,150
P1,3,46,condition_block,0,1,0.5,0.3333333333333333,0.4,3
P1,3,46,condition_block,1,2,0.0,0.0,0.0,3
P1,3,46,condition_block,2,3,0.25,0.3333333333333333,0.2857142857142857,3
P1,3,46,condition_block,3,4,0.5,1.0,0.6666666666666666,3
P1,3,46,condition_block,4,5,0.0,0.0,0.0,3
P1,3,46,condition_block,5,6,0.5,0.3333333333333333,0.4,3
P1,3,46,condition_block,6,7,0.4,0.6666666666666666,0.5,3
P2,1,42,row,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,150
P2,1,42,row,1,2,0.125,0.3333333333333333,0.18181818181818182,150
P2,1,42,row,2,3,1.0,0.02,0.0392156862745098,150
P2,1,42,row,3,4,0.0,0.0,0.0,150
P2,1,42,row,4,5,0.0,0.0,0.0,150
P2,1,42,row,5,6,0.0,0.0,0.0,150
P2,1,42,row,6,7,0.0,0.0,0.0,150
P2,1,42,condition_block,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P2,1,42,condition_block,1,2,0.125,0.3333333333333333,0.18181818181818182,3
P2,1,42,condition_block,2,3,0.0,0.0,0.0,3
P2,1,42,condition_block,3,4,0.0,0.0,0.0,3
P2,1,42,condition_block,4,5,0.0,0.0,0.0,3
P2,1,42,condition_block,5,6,0.0,0.0,0.0,3
P2,1,42,condition_block,6,7,0.0,0.0,0.0,3
P2,1,43,row,0,1,0.0,0.0,0.0,150
P2,1,43,row,1,2,0.4,0.6666666666666666,0.5,150
P2,1,43,row,2,3,0.5,0.3333333333333333,0.4,150
P2,1,43,row,3,4,0.25,0.6666666666666666,0.36363636363636365,150
P2,1,43,row,4,5,0.0,0.0,0.0,150
P2,1,43,row,5,6,0.0,0.0,0.0,150
P2,1,43,row,6,7,0.0,0.0,0.0,150
P2,1,43,condition_block,0,1,0.0,0.0,0.0,3
P2,1,43,condition_block,1,2,0.4,0.6666666666666666,0.5,3
P2,1,43,condition_block,2,3,0.5,0.3333333333333333,0.4,3
P2,1,43,condition_block,3,4,0.25,0.6666666666666666,0.36363636363636365,3
P2,1,43,condition_block,4,5,0.0,0.0,0.0,3
P2,1,43,condition_block,5,6,0.0,0.0,0.0,3
P2,1,43,condition_block,6,7,0.0,0.0,0.0,3
P2,1,44,row,0,1,0.25,0.3333333333333333,0.2857142857142857,150
P2,1,44,row,1,2,1.0,0.3333333333333333,0.5,150
P2,1,44,row,2,3,0.15384615384615385,0.6666666666666666,0.25,150
P2,1,44,row,3,4,0.0,0.0,0.0,150
P2,1,44,row,4,5,0.0,0.0,0.0,150
P2,1,44,row,5,6,0.0,0.0,0.0,150
P2,1,44,row,6,7,0.0,0.0,0.0,150
P2,1,44,condition_block,0,1,0.25,0.3333333333333333,0.2857142857142857,3
P2,1,44,condition_block,1,2,1.0,0.3333333333333333,0.5,3
P2,1,44,condition_block,2,3,0.15384615384615385,0.6666666666666666,0.25,3
P2,1,44,condition_block,3,4,0.0,0.0,0.0,3
P2,1,44,condition_block,4,5,0.0,0.0,0.0,3
P2,1,44,condition_block,5,6,0.0,0.0,0.0,3
P2,1,44,condition_block,6,7,0.0,0.0,0.0,3
P2,1,45,row,0,1,0.0,0.0,0.0,150
P2,1,45,row,1,2,0.0,0.0,0.0,150
P2,1,45,row,2,3,0.5,0.3333333333333333,0.4,150
P2,1,45,row,3,4,0.0,0.0,0.0,150
P2,1,45,row,4,5,0.0,0.0,0.0,150
P2,1,45,row,5,6,0.0,0.0,0.0,150
P2,1,45,row,6,7,0.0,0.0,0.0,150
P2,1,45,condition_block,0,1,0.0,0.0,0.0,3
P2,1,45,condition_block,1,2,0.0,0.0,0.0,3
P2,1,45,condition_block,2,3,0.5,0.3333333333333333,0.4,3
P2,1,45,condition_block,3,4,0.0,0.0,0.0,3
P2,1,45,condition_block,4,5,0.0,0.0,0.0,3
P2,1,45,condition_block,5,6,0.0,0.0,0.0,3
P2,1,45,condition_block,6,7,0.0,0.0,0.0,3
P2,1,46,row,0,1,0.0,0.0,0.0,150
P2,1,46,row,1,2,0.0,0.0,0.0,150
P2,1,46,row,2,3,0.25773195876288657,0.3333333333333333,0.29069767441860467,150
P2,1,46,row,3,4,0.5,0.6666666666666666,0.5714285714285714,150
P2,1,46,row,4,5,0.0,0.0,0.0,150
P2,1,46,row,5,6,0.0,0.0,0.0,150
P2,1,46,row,6,7,0.09940357852882704,0.3333333333333333,0.15313935681470137,150
P2,1,46,condition_block,0,1,0.0,0.0,0.0,3
P2,1,46,condition_block,1,2,0.0,0.0,0.0,3
P2,1,46,condition_block,2,3,0.25,0.3333333333333333,0.2857142857142857,3
P2,1,46,condition_block,3,4,0.5,0.6666666666666666,0.5714285714285714,3
P2,1,46,condition_block,4,5,0.0,0.0,0.0,3
P2,1,46,condition_block,5,6,0.0,0.0,0.0,3
P2,1,46,condition_block,6,7,0.1,0.3333333333333333,0.15384615384615385,3
P2,2,42,row,0,1,1.0,0.3333333333333333,0.5,150
P2,2,42,row,1,2,0.125,0.3333333333333333,0.18181818181818182,150
P2,2,42,row,2,3,0.16666666666666666,0.6666666666666666,0.26666666666666666,150
P2,2,42,row,3,4,0.0,0.0,0.0,150
P2,2,42,row,4,5,0.0,0.0,0.0,150
P2,2,42,row,5,6,0.0,0.0,0.0,150
P2,2,42,row,6,7,0.0,0.0,0.0,150
P2,2,42,condition_block,0,1,1.0,0.3333333333333333,0.5,3
P2,2,42,condition_block,1,2,0.125,0.3333333333333333,0.18181818181818182,3
P2,2,42,condition_block,2,3,0.16666666666666666,0.6666666666666666,0.26666666666666666,3
P2,2,42,condition_block,3,4,0.0,0.0,0.0,3
P2,2,42,condition_block,4,5,0.0,0.0,0.0,3
P2,2,42,condition_block,5,6,0.0,0.0,0.0,3
P2,2,42,condition_block,6,7,0.0,0.0,0.0,3
P2,2,43,row,0,1,0.0,0.0,0.0,150
P2,2,43,row,1,2,0.33112582781456956,0.3333333333333333,0.33222591362126247,150
P2,2,43,row,2,3,0.4845360824742268,0.6266666666666667,0.5465116279069767,150
P2,2,43,row,3,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,150
P2,2,43,row,4,5,0.0,0.0,0.0,150
P2,2,43,row,5,6,0.0,0.0,0.0,150
P2,2,43,row,6,7,0.21978021978021978,0.6666666666666666,0.3305785123966942,150
P2,2,43,condition_block,0,1,0.0,0.0,0.0,3
P2,2,43,condition_block,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P2,2,43,condition_block,2,3,0.5,0.6666666666666666,0.5714285714285714,3
P2,2,43,condition_block,3,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P2,2,43,condition_block,4,5,0.0,0.0,0.0,3
P2,2,43,condition_block,5,6,0.0,0.0,0.0,3
P2,2,43,condition_block,6,7,0.2222222222222222,0.6666666666666666,0.3333333333333333,3
P2,2,44,row,0,1,0.0,0.0,0.0,150
P2,2,44,row,1,2,0.0,0.0,0.0,150
P2,2,44,row,2,3,0.0,0.0,0.0,150
P2,2,44,row,3,4,0.14285714285714285,1.0,0.25,150
P2,2,44,row,4,5,0.0,0.0,0.0,150
P2,2,44,row,5,6,0.0,0.0,0.0,150
P2,2,44,row,6,7,0.0,0.0,0.0,150
P2,2,44,condition_block,0,1,0.0,0.0,0.0,3
P2,2,44,condition_block,1,2,0.0,0.0,0.0,3
P2,2,44,condition_block,2,3,0.0,0.0,0.0,3
P2,2,44,condition_block,3,4,0.14285714285714285,1.0,0.25,3
P2,2,44,condition_block,4,5,0.0,0.0,0.0,3
P2,2,44,condition_block,5,6,0.0,0.0,0.0,3
P2,2,44,condition_block,6,7,0.0,0.0,0.0,3
P2,2,45,row,0,1,0.0,0.0,0.0,150
P2,2,45,row,1,2,0.33112582781456956,0.3333333333333333,0.33222591362126247,150
P2,2,45,row,2,3,0.3333333333333333,0.6666666666666666,0.4444444444444444,150
P2,2,45,row,3,4,0.25041736227045075,1.0,0.40053404539385845,150
P2,2,45,row,4,5,0.0,0.0,0.0,150
P2,2,45,row,5,6,0.0,0.0,0.0,150
P2,2,45,row,6,7,0.0,0.0,0.0,150
P2,2,45,condition_block,0,1,0.0,0.0,0.0,3
P2,2,45,condition_block,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P2,2,45,condition_block,2,3,0.3333333333333333,0.6666666666666666,0.4444444444444444,3
P2,2,45,condition_block,3,4,0.25,1.0,0.4,3
P2,2,45,condition_block,4,5,0.0,0.0,0.0,3
P2,2,45,condition_block,5,6,0.0,0.0,0.0,3
P2,2,45,condition_block,6,7,0.0,0.0,0.0,3
P2,2,46,row,0,1,0.15015015015015015,1.0,0.26109660574412535,150
P2,2,46,row,1,2,0.0,0.0,0.0,150
P2,2,46,row,2,3,0.0,0.0,0.0,150
P2,2,46,row,3,4,0.0,0.0,0.0,150
P2,2,46,row,4,5,0.0,0.0,0.0,150
P2,2,46,row,5,6,0.0,0.0,0.0,150
P2,2,46,row,6,7,0.0,0.0,0.0,150
P2,2,46,condition_block,0,1,0.15,1.0,0.2608695652173913,3
P2,2,46,condition_block,1,2,0.0,0.0,0.0,3
P2,2,46,condition_block,2,3,0.0,0.0,0.0,3
P2,2,46,condition_block,3,4,0.0,0.0,0.0,3
P2,2,46,condition_block,4,5,0.0,0.0,0.0,3
P2,2,46,condition_block,5,6,0.0,0.0,0.0,3
P2,2,46,condition_block,6,7,0.0,0.0,0.0,3
P2,3,42,row,0,1,0.004975124378109453,0.006666666666666667,0.005698005698005698,150
P2,3,42,row,1,2,0.0,0.0,0.0,150
P2,3,42,row,2,3,0.0,0.0,0.0,150
P2,3,42,row,3,4,0.0,0.0,0.0,150
P2,3,42,row,4,5,0.0,0.0,0.0,150
P2,3,42,row,5,6,0.0,0.0,0.0,150
P2,3,42,row,6,7,0.0,0.0,0.0,150
P2,3,42,condition_block,0,1,0.0,0.0,0.0,3
P2,3,42,condition_block,1,2,0.0,0.0,0.0,3
P2,3,42,condition_block,2,3,0.0,0.0,0.0,3
P2,3,42,condition_block,3,4,0.0,0.0,0.0,3
P2,3,42,condition_block,4,5,0.0,0.0,0.0,3
P2,3,42,condition_block,5,6,0.0,0.0,0.0,3
P2,3,42,condition_block,6,7,0.0,0.0,0.0,3
P2,3,43,row,0,1,0.0,0.0,0.0,150
P2,3,43,row,1,2,0.12690355329949238,0.3333333333333333,0.18382352941176472,150
P2,3,43,row,2,3,0.9259259259259259,0.3333333333333333,0.49019607843137253,150
P2,3,43,row,3,4,0.0,0.0,0.0,150
P2,3,43,row,4,5,0.11061946902654868,0.3333333333333333,0.16611295681063123,150
P2,3,43,row,5,6,0.0,0.0,0.0,150
P2,3,43,row,6,7,0.0,0.0,0.0,150
P2,3,43,condition_block,0,1,0.0,0.0,0.0,3
P2,3,43,condition_block,1,2,0.125,0.3333333333333333,0.18181818181818182,3
P2,3,43,condition_block,2,3,1.0,0.3333333333333333,0.5,3
P2,3,43,condition_block,3,4,0.0,0.0,0.0,3
P2,3,43,condition_block,4,5,0.1111111111111111,0.3333333333333333,0.16666666666666666,3
P2,3,43,condition_block,5,6,0.0,0.0,0.0,3
P2,3,43,condition_block,6,7,0.0,0.0,0.0,3
P2,3,44,row,0,1,0.0,0.0,0.0,150
P2,3,44,row,1,2,0.0,0.0,0.0,150
P2,3,44,row,2,3,0.0,0.0,0.0,150
P2,3,44,row,3,4,0.14285714285714285,1.0,0.25,150
P2,3,44,row,4,5,0.0,0.0,0.0,150
P2,3,44,row,5,6,0.0,0.0,0.0,150
P2,3,44,row,6,7,0.0,0.0,0.0,150
P2,3,44,condition_block,0,1,0.0,0.0,0.0,3
P2,3,44,condition_block,1,2,0.0,0.0,0.0,3
P2,3,44,condition_block,2,3,0.0,0.0,0.0,3
P2,3,44,condition_block,3,4,0.14285714285714285,1.0,0.25,3
P2,3,44,condition_block,4,5,0.0,0.0,0.0,3
P2,3,44,condition_block,5,6,0.0,0.0,0.0,3
P2,3,44,condition_block,6,7,0.0,0.0,0.0,3
P2,3,45,row,0,1,0.0,0.0,0.0,150
P2,3,45,row,1,2,0.0,0.0,0.0,150
P2,3,45,row,2,3,0.125,0.006666666666666667,0.012658227848101266,150
P2,3,45,row,3,4,0.0,0.0,0.0,150
P2,3,45,row,4,5,0.10040160642570281,0.3333333333333333,0.15432098765432098,150
P2,3,45,row,5,6,0.0,0.0,0.0,150
P2,3,45,row,6,7,0.3868312757201646,0.6266666666666667,0.47837150127226463,150
P2,3,45,condition_block,0,1,0.0,0.0,0.0,3
P2,3,45,condition_block,1,2,0.0,0.0,0.0,3
P2,3,45,condition_block,2,3,0.0,0.0,0.0,3
P2,3,45,condition_block,3,4,0.0,0.0,0.0,3
P2,3,45,condition_block,4,5,0.1,0.3333333333333333,0.15384615384615385,3
P2,3,45,condition_block,5,6,0.0,0.0,0.0,3
P2,3,45,condition_block,6,7,0.4,0.6666666666666666,0.5,3
P2,3,46,row,0,1,0.0,0.0,0.0,150
P2,3,46,row,1,2,0.22058823529411764,0.1,0.13761467889908258,150
P2,3,46,row,2,3,0.0,0.0,0.0,150
P2,3,46,row,3,4,0.0,0.0,0.0,150
P2,3,46,row,4,5,0.0,0.0,0.0,150
P2,3,46,row,5,6,0.0,0.0,0.0,150
P2,3,46,row,6,7,0.16275167785234898,0.6466666666666666,0.26005361930294907,150
P2,3,46,condition_block,0,1,0.0,0.0,0.0,3
P2,3,46,condition_block,1,2,0.0,0.0,0.0,3
P2,3,46,condition_block,2,3,0.0,0.0,0.0,3
P2,3,46,condition_block,3,4,0.0,0.0,0.0,3
P2,3,46,condition_block,4,5,0.0,0.0,0.0,3
P2,3,46,condition_block,5,6,0.0,0.0,0.0,3
P2,3,46,condition_block,6,7,0.16666666666666666,0.6666666666666666,0.26666666666666666,3
