position,fold,seed,predicted_class_index,predicted_TagID,row_count,row_fraction
P2,1,44,2,3,650,0.6190476190476191
P2,1,44,3,4,50,0.047619047619047616
P2,1,44,4,5,0,0.0
P2,1,44,5,6,100,0.09523809523809523
P2,1,44,6,7,0,0.0
P2,1,45,0,1,0,0.0
P2,1,45,1,2,0,0.0
P2,1,45,2,3,100,0.09523809523809523
P2,1,45,3,4,100,0.09523809523809523
P2,1,45,4,5,50,0.047619047619047616
P2,1,45,5,6,300,0.2857142857142857
P2,1,45,6,7,500,0.47619047619047616
P2,1,46,0,1,0,0.0
P2,1,46,1,2,50,0.047619047619047616
P2,1,46,2,3,194,0.18476190476190477
P2,1,46,3,4,200,0.19047619047619047
P2,1,46,4,5,100,0.09523809523809523
P2,1,46,5,6,3,0.002857142857142857
P2,1,46,6,7,503,0.47904761904761906
P2,2,42,0,1,50,0.047619047619047616
P2,2,42,1,2,400,0.38095238095238093
P2,2,42,2,3,600,0.5714285714285714
P2,2,42,3,4,0,0.0
P2,2,42,4,5,0,0.0
P2,2,42,5,6,0,0.0
P2,2,42,6,7,0,0.0
P2,2,43,0,1,0,0.0
P2,2,43,1,2,151,0.1438095238095238
P2,2,43,2,3,194,0.18476190476190477
P2,2,43,3,4,150,0.14285714285714285
P2,2,43,4,5,100,0.09523809523809523
P2,2,43,5,6,0,0.0
P2,2,43,6,7,455,0.43333333333333335
P2,2,44,0,1,0,0.0
P2,2,44,1,2,0,0.0
P2,2,44,2,3,0,0.0
P2,2,44,3,4,1050,1.0
P2,2,44,4,5,0,0.0
P2,2,44,5,6,0,0.0
P2,2,44,6,7,0,0.0
P2,2,45,0,1,0,0.0
P2,2,45,1,2,151,0.1438095238095238
P2,2,45,2,3,300,0.2857142857142857
P2,2,45,3,4,599,0.5704761904761905
P2,2,45,4,5,0,0.0
P2,2,45,5,6,0,0.0
P2,2,45,6,7,0,0.0
P2,2,46,0,1,999,0.9514285714285714
P2,2,46,1,2,51,0.04857142857142857
P2,2,46,2,3,0,0.0
P2,2,46,3,4,0,0.0
P2,2,46,4,5,0,0.0
P2,2,46,5,6,0,0.0
P2,2,46,6,7,0,0.0
P2,3,42,0,1,201,0.19142857142857142
P2,3,42,1,2,395,0.3761904761904762
P2,3,42,2,3,0,0.0
P2,3,42,3,4,0,0.0
P2,3,42,4,5,354,0.33714285714285713
P2,3,42,5,6,49,0.04666666666666667
P2,3,42,6,7,51,0.04857142857142857
P2,3,43,0,1,0,0.0
P2,3,43,1,2,394,0.37523809523809526
P2,3,43,2,3,54,0.05142857142857143
P2,3,43,3,4,50,0.047619047619047616
P2,3,43,4,5,452,0.43047619047619046
P2,3,43,5,6,50,0.047619047619047616
P2,3,43,6,7,50,0.047619047619047616
P2,3,44,0,1,0,0.0
P2,3,44,1,2,0,0.0
P2,3,44,2,3,0,0.0
P2,3,44,3,4,1050,1.0
P2,3,44,4,5,0,0.0
P2,3,44,5,6,0,0.0
P2,3,44,6,7,0,0.0
P2,3,45,0,1,0,0.0
P2,3,45,1,2,150,0.14285714285714285
P2,3,45,2,3,8,0.007619047619047619
P2,3,45,3,4,101,0.09619047619047619
P2,3,45,4,5,498,0.4742857142857143
P2,3,45,5,6,50,0.047619047619047616
P2,3,45,6,7,243,0.23142857142857143
P2,3,46,0,1,0,0.0
P2,3,46,1,2,68,0.06476190476190476
P2,3,46,2,3,0,0.0
P2,3,46,3,4,51,0.04857142857142857
P2,3,46,4,5,285,0.2714285714285714
P2,3,46,5,6,50,0.047619047619047616
P2,3,46,6,7,596,0.5676190476190476
P3,1,42,0,1,0,0.0
P3,1,42,1,2,0,0.0
P3,1,42,2,3,0,0.0
P3,1,42,3,4,53,0.05047619047619047
P3,1,42,4,5,597,0.5685714285714286
P3,1,42,5,6,396,0.37714285714285717
P3,1,42,6,7,4,0.0038095238095238095
P3,1,43,0,1,0,0.0
P3,1,43,1,2,64,0.06095238095238095
P3,1,43,2,3,87,0.08285714285714285
P3,1,43,3,4,94,0.08952380952380952
P3,1,43,4,5,644,0.6133333333333333
P3,1,43,5,6,106,0.10095238095238095
P3,1,43,6,7,55,0.05238095238095238
P3,1,44,0,1,335,0.319047619047619
P3,1,44,1,2,6,0.005714285714285714
P3,1,44,2,3,3,0.002857142857142857
P3,1,44,3,4,150,0.14285714285714285
P3,1,44,4,5,291,0.27714285714285714
P3,1,44,5,6,0,0.0
P3,1,44,6,7,265,0.2523809523809524
P3,1,45,0,1,0,0.0
P3,1,45,1,2,0,0.0
P3,1,45,2,3,0,0.0
P3,1,45,3,4,0,0.0
P3,1,45,4,5,840,0.8
P3,1,45,5,6,0,0.0
P3,1,45,6,7,210,0.2
P3,1,46,0,1,391,0.37238095238095237
P3,1,46,1,2,56,0.05333333333333334
P3,1,46,2,3,99,0.09428571428571429
P3,1,46,3,4,203,0.19333333333333333
P3,1,46,4,5,50,0.047619047619047616
P3,1,46,5,6,149,0.1419047619047619
P3,1,46,6,7,102,0.09714285714285714
P3,2,42,0,1,53,0.05047619047619047
P3,2,42,1,2,217,0.20666666666666667
P3,2,42,2,3,370,0.3523809523809524
P3,2,42,3,4,118,0.11238095238095239
P3,2,42,4,5,192,0.18285714285714286
P3,2,42,5,6,50,0.047619047619047616
P3,2,42,6,7,50,0.047619047619047616
P3,2,43,0,1,305,0.2904761904761905
P3,2,43,1,2,122,0.11619047619047619
P3,2,43,2,3,141,0.13428571428571429
P3,2,43,3,4,71,0.06761904761904762
P3,2,43,4,5,114,0.10857142857142857
P3,2,43,5,6,247,0.23523809523809525
P3,2,43,6,7,50,0.047619047619047616
P3,2,44,0,1,123,0.11714285714285715
P3,2,44,1,2,0,0.0
P3,2,44,2,3,60,0.05714285714285714
P3,2,44,3,4,493,0.4695238095238095
P3,2,44,4,5,131,0.12476190476190477
P3,2,44,5,6,146,0.13904761904761906
P3,2,44,6,7,97,0.09238095238095238
P3,2,45,0,1,413,0.3933333333333333
P3,2,45,1,2,0,0.0
P3,2,45,2,3,200,0.19047619047619047
P3,2,45,3,4,0,0.0
P3,2,45,4,5,206,0.1961904761904762
P3,2,45,5,6,181,0.17238095238095238
P3,2,45,6,7,50,0.047619047619047616
P3,2,46,0,1,749,0.7133333333333334
P3,2,46,1,2,0,0.0
P3,2,46,2,3,59,0.05619047619047619
P3,2,46,3,4,0,0.0
P3,2,46,4,5,0,0.0
P3,2,46,5,6,242,0.23047619047619047
P3,2,46,6,7,0,0.0
P3,3,42,0,1,0,0.0
P3,3,42,1,2,0,0.0
P3,3,42,2,3,0,0.0
P3,3,42,3,4,0,0.0
P3,3,42,4,5,1050,1.0
P3,3,42,5,6,0,0.0
P3,3,42,6,7,0,0.0
P3,3,43,0,1,47,0.04476190476190476
P3,3,43,1,2,51,0.04857142857142857
P3,3,43,2,3,41,0.039047619047619046
P3,3,43,3,4,3,0.002857142857142857
P3,3,43,4,5,49,0.04666666666666667
P3,3,43,5,6,657,0.6257142857142857
P3,3,43,6,7,202,0.19238095238095237
P3,3,44,0,1,0,0.0
P3,3,44,1,2,643,0.6123809523809524
P3,3,44,2,3,106,0.10095238095238095
P3,3,44,3,4,0,0.0
P3,3,44,4,5,255,0.24285714285714285
P3,3,44,5,6,0,0.0
P3,3,44,6,7,46,0.04380952380952381
P3,3,45,0,1,351,0.3342857142857143
P3,3,45,1,2,0,0.0
P3,3,45,2,3,0,0.0
P3,3,45,3,4,0,0.0
P3,3,45,4,5,50,0.047619047619047616
P3,3,45,5,6,649,0.6180952380952381
P3,3,45,6,7,0,0.0
P3,3,46,0,1,147,0.14
P3,3,46,1,2,0,0.0
P3,3,46,2,3,445,0.4238095238095238
P3,3,46,3,4,112,0.10666666666666667
P3,3,46,4,5,0,0.0
P3,3,46,5,6,346,0.3295238095238095
P3,3,46,6,7,0,0.0
P4,1,42,0,1,0,0.0
P4,1,42,1,2,355,0.3380952380952381
P4,1,42,2,3,150,0.14285714285714285
P4,1,42,3,4,0,0.0
P4,1,42,4,5,47,0.04476190476190476
P4,1,42,5,6,498,0.4742857142857143
P4,1,42,6,7,0,0.0
P4,1,43,0,1,0,0.0
P4,1,43,1,2,0,0.0
P4,1,43,2,3,567,0.54
P4,1,43,3,4,89,0.08476190476190476
P4,1,43,4,5,0,0.0
P4,1,43,5,6,394,0.37523809523809526
P4,1,43,6,7,0,0.0
P4,1,44,0,1,247,0.23523809523809525
P4,1,44,1,2,48,0.045714285714285714
P4,1,44,2,3,448,0.4266666666666667
P4,1,44,3,4,0,0.0
P4,1,44,4,5,3,0.002857142857142857
P4,1,44,5,6,151,0.1438095238095238
P4,1,44,6,7,153,0.1457142857142857
P4,1,45,0,1,0,0.0
P4,1,45,1,2,0,0.0
P4,1,45,2,3,0,0.0
P4,1,45,3,4,0,0.0
P4,1,45,4,5,953,0.9076190476190477
P4,1,45,5,6,0,0.0
P4,1,45,6,7,97,0.09238095238095238
P4,1,46,0,1,0,0.0
P4,1,46,1,2,0,0.0
P4,1,46,2,3,0,0.0
P4,1,46,3,4,0,0.0
P4,1,46,4,5,0,0.0
P4,1,46,5,6,408,0.38857142857142857
P4,1,46,6,7,642,0.6114285714285714
P4,2,42,0,1,225,0.21428571428571427
P4,2,42,1,2,180,0.17142857142857143
P4,2,42,2,3,202,0.19238095238095237
P4,2,42,3,4,202,0.19238095238095237
P4,2,42,4,5,50,0.047619047619047616
P4,2,42,5,6,0,0.0
P4,2,42,6,7,191,0.1819047619047619
P4,2,43,0,1,404,0.38476190476190475
P4,2,43,1,2,396,0.37714285714285717
P4,2,43,2,3,0,0.0
P4,2,43,3,4,0,0.0
P4,2,43,4,5,0,0.0
P4,2,43,5,6,200,0.19047619047619047
P4,2,43,6,7,50,0.047619047619047616
P4,2,44,0,1,243,0.23142857142857143
P4,2,44,1,2,0,0.0
P4,2,44,2,3,4,0.0038095238095238095
P4,2,44,3,4,294,0.28
P4,2,44,4,5,96,0.09142857142857143
P4,2,44,5,6,264,0.25142857142857145
P4,2,44,6,7,149,0.1419047619047619
P4,2,45,0,1,0,0.0
P4,2,45,1,2,403,0.3838095238095238
P4,2,45,2,3,0,0.0
P4,2,45,3,4,0,0.0
P4,2,45,4,5,405,0.38571428571428573
P4,2,45,5,6,192,0.18285714285714286
P4,2,45,6,7,50,0.047619047619047616
P4,2,46,0,1,156,0.14857142857142858
P4,2,46,1,2,0,0.0
P4,2,46,2,3,399,0.38
P4,2,46,3,4,245,0.23333333333333334
P4,2,46,4,5,204,0.19428571428571428
P4,2,46,5,6,46,0.04380952380952381
P4,2,46,6,7,0,0.0
P4,3,42,0,1,665,0.6333333333333333
P4,3,42,1,2,103,0.0980952380952381
P4,3,42,2,3,0,0.0
P4,3,42,3,4,0,0.0
P4,3,42,4,5,0,0.0
P4,3,42,5,6,282,0.26857142857142857
P4,3,42,6,7,0,0.0
P4,3,43,0,1,50,0.047619047619047616
P4,3,43,1,2,4,0.0038095238095238095
P4,3,43,2,3,629,0.599047619047619
P4,3,43,3,4,0,0.0
P4,3,43,4,5,0,0.0
P4,3,43,5,6,0,0.0
P4,3,43,6,7,367,0.3495238095238095
P4,3,44,0,1,0,0.0
P4,3,44,1,2,0,0.0
P4,3,44,2,3,0,0.0
P4,3,44,3,4,0,0.0
P4,3,44,4,5,0,0.0
P4,3,44,5,6,0,0.0
P4,3,44,6,7,1050,1.0
P4,3,45,0,1,54,0.05142857142857143
P4,3,45,1,2,302,0.2876190476190476
P4,3,45,2,3,0,0.0
P4,3,45,3,4,152,0.14476190476190476
P4,3,45,4,5,140,0.13333333333333333
P4,3,45,5,6,50,0.047619047619047616
P4,3,45,6,7,352,0.3352380952380952
P4,3,46,0,1,0,0.0
P4,3,46,1,2,0,0.0
P4,3,46,2,3,0,0.0
P4,3,46,3,4,0,0.0
P4,3,46,4,5,303,0.2885714285714286
P4,3,46,5,6,357,0.34
P4,3,46,6,7,390,0.37142857142857144
