relative_path,size_bytes,sha256
configs/angle_distance_factorial_contrast/canonical.json,2387,bf6d5ef42d0fd7159e7ad4cc104d7e9faf030375f79f8ee205a2e1141a3b87a2
configs/baseline/pre_dg.yaml,304,090e05718b14439dc75644437e6ab65d92c32aee03b8add8853227564176b3e5
configs/dann/preregistered.json,1730,bd2d0a9a53306ce473aa10752e56db18b78c339f0815e69f278fd5f54da77325
configs/dann_position_intervention/preregistered.json,1593,e687ea246c344b78949572a4ed6f62ca0143b1ed19b435cc062be183f6d09020
configs/dann_v2/preregistered.json,2695,87d2bb74d0e333e89a6d603751bb58c5c057e21007de80adb70f3344074e5d00
configs/data/tyndall.yaml,760,86dc8c4b6983d9b3cab8c16b45b004f3ce5a8d9c6c011d86789b9c9d46fccf2a
configs/data/tyndall_baseline_resampling.yaml,1011,6c491b80342b8088af306adda1de6bccab0c34ca729bcd96ba91e49fe0c98f41
configs/domain_aware_mixup/canonical.json,3359,b4c62f63a9bce85201628d2019bdb6ac1bc24fca7134ca753b4fc5ae9ea0cabd
configs/external_data1/canonical.yaml,591,1dca913a65d4798e751512ec929bd095b09b5055ce7f305f11bf27a5fd451607
configs/external_data1/data_authority.yaml,1462,cafc58edf86ef7a12f85ad19e7f470490cf2cca8ba76ba3cae46ff74019e3256
configs/external_data1/ev2r_protocol.yaml,2465,2e9ad90f28614de8526108d7adcd62b00c59a25ee35ea998e2abee02cd5758ab
configs/external_data1/frozen_branch.yaml,6583,b148fdc32f2fa4a4a7dfb134f9b45935394b1561c037edb78130e97e6f1bac8d
configs/external_data1/label_access.yaml,1050,b44ca87907b0d24d2ad26b7bea8494ea9b6241fc273914aecc185f4211d48d7b
configs/external_data1_ssl_strict_dg/branch.json,5135,2a51c969c1df2203bc2e800e9c9a06f43a4bdda8a15910d1fd5badda954a1bde
configs/failure_analysis/canonical.yaml,646,f0f37b015657e1b59a794b6e4eaecfd1b71fbb8f85d79125c8dd75b390653685
configs/few_shot/canonical.yaml,3980,d91b3ee5a0c85702cb8057f5e62c4a6c385ab8cde852ebc1465cbd587014badc
configs/fixed_position_grouped_validity/canonical.json,3009,9789d40b811d3076f819dfa05e62b9b6ba3e7e7e4f6521f636aa92b35a1c9465
configs/groupdro_worst_source/canonical.json,3352,39a4411f597aaba4fcf6bce02531d2d036d106109c585bec023d932984683d23
configs/irm_invariant_risk/canonical.json,3205,49cb44f59f8e70bccecd088fc39a891eb5c08f0f36fd024789273d4a460f03b7
configs/openems/assumption_bounded.yaml,1498,af76fb802f27999f7a318b62cb16b4cb48b9de03c0e9a0c18fbd7c35c8b8e50c
configs/p4_encoder_finetuning/preregistration.json,10185,1a56eb90bfd920f81b7f1be11ac122954d74197b6544184fcbb29bdaf66fe127
configs/p4_encoder_finetuning/preregistration.sha256,87,a19959cded0e02cec51f0bdb5445f32d892f0ec0efde4c5f50d12a464070a31b
configs/p4_factor_aware_few_shot/canonical.json,1813,068600d7966def60e2d22bbb57cac1076660ae5177ba5d08896065dafeee75e0
configs/p4_large_calibration_curve/preregistration.json,9127,30e65854c09773f3ff64054cf04fabc215a9e9fa27919ffc9de448d1f48bb99d
configs/p4_large_calibration_curve/preregistration.sha256,204,7d63473094438de57bde8b7bc88b5a9a79c064756e99f147cce82de7b77b40f1
configs/p4_trainable_linear_readout/preregistration.json,8961,3981144793981f96b44c486d413f32436129427902bbad34b6974257de57836b
configs/p4_trainable_linear_readout/preregistration.sha256,87,fb75ec82df0e80ea8014adb33a852904599ab7a258d5e08ee0f16a286c361e59
configs/pre_dg/canonical.yaml,975,47e85ce169a534868469191b1f4b46ffad64b5f3de173b12eab0a70327d29c07
configs/pre_dg/data_authority.yaml,1539,c641ca18e37b1527da84d5abe4e439c223dd4bd165c3d80c04bd1c95610aa6ea
configs/pre_dg/evaluation.yaml,10563,f05a71e78894cee93e14f960740beafab12cb8f8351b7689fec2b3d0dbbc15e1
configs/pre_dg/model.yaml,1369,c71d8088c1423effa4c8cb71e3b0de52df646e11da5110cddbce2cb19d2a2a64
configs/pre_dg/split.yaml,7025,e1d4631f1dae165040d680fbeca4d33016ccacabba6be7c33184554338f1f3a8
configs/representation_signal_diagnostic/protocol.json,5591,3a37ab7022df90a27c58c5aa6eae429db45d50c1a5fae4fd6c494d32e70e5c3e
configs/source_selection_regret/protocol.json,3842,b0cb8d8a0cefe22e28651e36e416f10d6d51c393c2847065759898676c97aee3
configs/strict_dg/canonical.yaml,3051,2338bbe1f7ec501546512d286b3d2b3d3067f9f8e458a547e2a237c15a1b835e
configs/target_assisted/canonical.yaml,1326,4697c7e221162bd94c301cfe3087ef80ce33bb5b9d8a0996260e8fe0df5aaa7a
configs/target_assisted/target_access.yaml,925,b96c6572f8dd94148e2d3768bc16ae7f4de8b5827f5cd3acb3cbe6c4f6f5e5c9
data/example/README.md,498,efca47eafdf0d6c91a18ea08fd2a8b60a48639aa07d25443b0da3a9846444232
data/README.md,1168,f3fb30404dbbb0311b029f2d37c1971612126892a421539e75381b79c0b6495d
data/schemas/datasets.json,3304,64c7025abfb169d123cbdfffe80cd87fa6a1e76658a41046c9d1795ea529333b
DATA_LINEAGE.md,5718,35fce8738b674e03f8e7b0ed62a6fe34115ebb868c31d2c30935f2d80ccdc0f5
docs/ANGLE_DISTANCE_FACTORIAL_PROTOCOL.md,5037,32565beafdd16e45f5af4d63048b9ad0874218a3f86344706c16cd7f4050a19d
docs/ANGLE_DISTANCE_FACTORIAL_RESULTS.md,3796,e31738d862e61184f34f36ab604b8aeb127286cd8b18dbc081dd30da3bd506c1
docs/baseline_protocol.md,438,359ad50a4509303dac79b0d7d924891c237cdbed38efe8810bd69851041adc21
docs/DANN_POSITION_INTERVENTION_PROTOCOL.md,2043,459acdf7fd9c1cc5a6ebca7bd6fdcb32924e1d23d28cf6dc83124122f288840f
docs/DANN_POSITION_INTERVENTION_RESULTS.md,1366,4598284746d61ff18bcad5716dbe5301f8d76c9a113c76e7f352fea697b1b206
docs/data_format.md,513,e263f4572697c866575497b34e598655157a5e78ad15d234b623492777132402
docs/DOMAIN_AWARE_MIXUP_PROTOCOL.md,1230,5ce934c5cd8ea2ba56afd01fe5954f5d7d86fa0d43eb64157e40dcf5a087eaa0
docs/DOMAIN_AWARE_MIXUP_RESULTS.md,1629,4fff78e675be8f414a5c9ccb3a3d3c6ed5849c63c529728dae6ba3b3371d8d29
docs/experimental_flow.md,1237,4f41428ffe70d861f581b1046df34b62c6b31a788b4fb36eb3d88b5ffb33fa84
docs/external_data1_claims.md,691,bcf6aed6d6b4535e19d8f17d0ff53913af87abab49bbdfbe9e9d34645832a607
docs/external_data1_overview.md,493,4da3a1e47bc2dca5409ee240ed0bc8b7c62effa1a575ca5309a8804e6077b718
docs/external_data1_protocol.md,776,fdb1ff3679355fbd453562444f2d486ca6070f5c1ae067290be7eef49097f4e9
docs/external_data1_results.md,741,45bb0e3e65e37c0c7244b20f993b7af196f1019d8f7b944035b733f403354c8c
docs/external_data1_ssl_strict_dg_overview.md,1286,496f8cbbfb5a3a381c053a18748fbe5d68eb1323fcaeccaa13d1d331f03be9e9
docs/external_portability_protocol.md,561,c9ec30aacf3b0b82153467c54a42a1b8a2e33a5f7ca9cd21aa04c0a71da921de
docs/failure_analysis.md,346,b8ef494b8b15756cd2fedf39725307b485020e7a6ffd382f11373334c90573c2
docs/few_shot_claims.md,2753,f5d34692c79f0321c61ba3f1efc9b66ce7b3f56e89366944923ae78cc312de9b
docs/few_shot_overview.md,1085,d057d2cc151f5036f2097715de55a6f8d7ddd3ffd6d48107c38f4677dd52e49b
docs/few_shot_protocol.md,3964,b8cc0cf34edb1013f9968229c6d0dc2932f4e430a5ec9e32ff0d5a9c048d9d95
docs/GROUPDRO_WORST_SOURCE_PROTOCOL.md,1970,6447180d1b2da264dbab957d3e00bc83462a751780f593feb4e6c27fbc612bd3
docs/GROUPDRO_WORST_SOURCE_RESULTS.md,886,420b2ca936524dde400ff7d164d356bb7e9b49285a203e380c36df445e0f6b8a
docs/IRM_INVARIANT_RISK_PROTOCOL.md,1082,fa4684a789ba02d8d48d98c8f27a6cee199c853a8b524e89c11123712b13f874
docs/IRM_INVARIANT_RISK_RESULTS.md,2467,80ddd5a4b30250a760838a54154991cbadd85ec268ed313c1fd7278bc69bac09
docs/openems_protocol.md,598,d8df748bc22bc6c67d5ee6f4deb8c8c243462a9e54464b5ed2cfa45a9839a3e9
docs/P4_ENCODER_FINETUNING_PREREGISTRATION.md,1457,c4756c3caac8e354dd3b7d3cfa4c1758c63640de479c6a2dd465ed626666d685
docs/P4_FACTOR_AWARE_FEW_SHOT_PROTOCOL.md,2289,8308070abf3625561feb1aed1c8db3752cb286ac340ff78eea95d7ad9d2237ea
docs/P4_FACTOR_AWARE_FEW_SHOT_RESULTS.md,1383,944e6f9d53c8ad31c455ab988a9f3b0196a77050e64ecb08f71c8e1c4423f1bd
docs/P4_LARGE_CALIBRATION_PREREGISTRATION.md,1972,bbe07b2276418b2bc338b3ddea7841ff6ef694b7df39560b6c1a0c3453e02a0c
docs/P4_TRAINABLE_LINEAR_READOUT_PREREGISTRATION.md,3151,19f524b7cdb8b418407ab629c533b617bb384a9e207a56762800b0afad943516
docs/pre_dg_overview.md,1144,6ddf20789f87850807dcf2580996a133d8b27d12a8513a6a00e9a3d9e525cc6f
docs/pre_dg_protocol.md,2343,0d543098810568a659ccfa6adcf23023cff85f39f64110b670d2551e67c3774a
docs/pre_dg_results.md,1686,a012dcd46a1ab5c74107a1b16a3d50520cc4b99dc49b049b3329260dfbd30cad
docs/project_overview.md,1005,3e072904b9403afab2db234ca0255ed9b25aaedb218deb4acbfb4187ac9a6842
docs/README.md,2607,79695940919b1b38b8f958487c2ce7c7eef5e95f4bd29e43ad4abe8ca05bf9d8
docs/REPRESENTATION_SIGNAL_DIAGNOSTIC_PROTOCOL.md,2839,af3f1e30fba8b0b91a743864a4cf48a0e47baddb0fa89e44cafc9978c0cee442
docs/REPRESENTATION_SIGNAL_DIAGNOSTIC_RESULTS.md,6542,73ad43a43bf8a00657f0cc11cbe02dc81159f0523b652c398de75cf1ca1a36c8
docs/SOURCE_SELECTION_REGRET_PROTOCOL.md,2971,5c36c04438ed5232c84a0ba94a92f5cad81ae526124da5c96d62e68eacfbe9c2
docs/SOURCE_SELECTION_REGRET_RESULTS.md,1239,b5ba4693dd0b69e3d57777fbd716eda19b3c6edd45315e107511604907d3c785
docs/strict_dg_overview.md,1323,841989138ed077d5ecca77135b4d7ed283241d3b6a308e72ef67ecd437ff4bf4
docs/strict_dg_protocol.md,619,dc5ea5d3de04e89d6fdc8d2c69ce1e4b884f8420c2f0daca16d90aea02eef211
docs/strict_dg_results.md,1514,86588df6d85c59b7a02256c3989fa2965c282d142ba5435239db1698e8437ab3
docs/target_assisted_overview.md,717,fa16a3befcd42817dc0a74c363cce34b2e09c2b75e1d7441bf1e197b01492b27
docs/target_assisted_protocol.md,996,87106ed9b0a77824003ba846843f4947e01dadf5dbaee611111fa36e1e99d959
docs/target_assisted_results.md,1251,654de769f6f4bf99432d116dfa24c4e95fbb703c663de5260f76f4b4f2b3d4f7
environment/CRFID_ENVIRONMENT_LOCK.json,1111,6412a1914da405c4e6b59986543968333517feb9e9f95d3307a5a7e245e3087b
environment/ENVIRONMENT_SETUP.md,1392,573e2b48bcefc8ca4e72c008d2bf35867ffa047761b730ce2586623041adeff7
environment/ENVIRONMENT_VALIDATION.json,911,0bb6da9e7e5cfe5ed7977629fe5b79e1b93c0c8621df082102ff410d9ac77694
EXPERIMENT_REGISTRY.md,5125,fdcb9c9088052a17fd2633fe723749663254fad8c0e40b596d6674fb829cad79
LICENSE,241,be5814dbdfe8c71c63a5ec68e0c7d5d751feba1c3c12c0ef3ce17e5298b6ca61
manifests/angle_distance_factorial/paired_unit_manifest.csv,19625,e1d0127ac53093848932dfbb4364a77d58819796c9ab8a18b207e999831cb4b1
manifests/angle_distance_factorial/paired_unit_manifest.sha256,91,72f2baca6d16c24ff128260fbb8279f0c7617083dd3c6ec9ccd2b7bc8f5cf7f2
manifests/angle_distance_factorial/synchronized_group_split_manifest.csv,566289,b4106fb3dafd2c9ef711ae41d327ae1144b3ae91b56ab261cd12496cc664986d
manifests/angle_distance_factorial/synchronized_group_split_manifest.sha256,104,16d8ab734e6725fee4f877d7e9bbdb73f6fba1351b4b7ec6768efca05474b265
manifests/dann_position_intervention/SELECTED_NONZERO_LAMBDA.json,413,35cb1efc62cacb1e41b6d5e3e3919fdeb0cb1dd5af218b892508635065938baf
manifests/domain_aware_mixup/c1_lineage_binding.json,2633,ff600abb10fb4e152b6b5ce7602ce1a97b87e73f5192a24bc9f68946f810818c
manifests/domain_aware_mixup/canonical_config.json,3776,ae36a1e3810033769913a79640aa324efac2071e2e5869999472021ca2a46cdd
manifests/domain_aware_mixup/governed_runtime_binding.json,1520,1236c14980ab6a35bb4890cf8c10b9d1b89c5fbd8f68b0c62aaad41c944ac5fe
manifests/domain_aware_mixup/pairing_coverage_failure.json,4165,49fc7ee9dc4012422e85261a7333fd327662e0688ba01fbc8b1ceab62873092e
manifests/fixed_position_grouped_validity/exact_group_split_manifest.csv,452874,fda622b9a0f932feff3491cbf5f6c159c7e9c02f2ef88165f8576bd32713aa2c
manifests/fixed_position_grouped_validity/exact_group_split_manifest.sha256,97,3e0d8e4ddb30acc9c434e596364386401017689d76bad52b56e6d8f50c46b5e8
manifests/groupdro_worst_source/c1_lineage_binding.json,2080,7572df6e7f8e18d4458cc50faa885411ab75d192bb5cda6a6786553961b27280
manifests/groupdro_worst_source/canonical_config.json,3718,e260be9cfa273641488cdc2a4ef624b2d491b3d98f3d3cc9ff616784d287c8be
manifests/groupdro_worst_source/canonical_config.sha256,89,b2f06ec67b2cd9ba930a383a17fd0a6784e9b3872bae44a46992cbe1d605be3c
manifests/groupdro_worst_source/README.md,208,cd40dd5cd6f6ccd68f2cd245db04886838d28eef948bd1fa2cb9a7e6db8d595d
manifests/irm_invariant_risk/c1_lineage_binding.json,2445,eccb9a601e021e5ff17fdceb7f0a8fd751d68769c26b9aaab2ea6a70922cb8a7
manifests/irm_invariant_risk/canonical_config.json,3603,1996fa5e36c95406b9c74867f6ddc0273fd37744ad4531185ce02e8eb30fea51
manifests/irm_invariant_risk/governed_runtime_binding.json,1911,26977b3d922d8391cc0ab8fedad4015788a21a9e3f527905846758e143c2bafe
manifests/representation_signal_diagnostic/COMPLETED_SCIENTIFIC_EXECUTION_SEAL.json,1481,bd3546d99259113b4dbcc17e89f3147bfa12c935b08e2f21a39ec01c2d59fb45
manifests/representation_signal_diagnostic/PRE_PROBE_MANIFEST_SEAL.json,674,84ab4fa46d08bef25d7b4f8b807325f856b9bd3ad50e0279afb51966c6476669
manifests/source_selection_regret/SCIENTIFIC_INPUT_MANIFEST.json,2531,370e8f7dcdb1ab66e5a962a4157fe5fe0040c5f7474ce3f232ade261f2c2dcc3
PROJECT_STATUS.md,4601,614bfff3ceb7455995d99c140b0aeecffbd27f77827cb214113f5282ee50f66c
pyproject.toml,700,580a74b4dce2a39bec566917431ea5fa27f22716b777e832984d4028b19c19d9
README.md,7652,b769dc3779aaf1e3a3d30176de1509e759e03cbdc300c5b70280f1e2f823c260
REPRODUCIBILITY.md,7368,11bdd6afa7337fde457617bde90041a847ec40010607380a248e130f8b47f35a
requirements/crfid-strict-dg-freeze.txt,462,bf28355038333c3d6381e03a88e3ee922010458f4782aaf8ef5d19939a37cb3a
requirements/crfid-strict-dg-lock.txt,462,bf28355038333c3d6381e03a88e3ee922010458f4782aaf8ef5d19939a37cb3a
results/canonical_metrics/angle_distance_factorial/00_EXECUTIVE_SUMMARY.md,1526,49de5e8685fff90a4e534fb221111426786b1750e792ac309c2492049913bf3b
results/canonical_metrics/angle_distance_factorial/02_FIXED_POSITION_BINDING.json,3164,de4eb13dfa949994bffd57aa6fe180466f3f0181fff37962ef3105fc2dcfc9b2
results/canonical_metrics/angle_distance_factorial/03_EXISTING_RESULT_RECONSTRUCTION.csv,2305,ced28776739e52579fcd3ff1c0b259b68f7fa3a73c7381284ad864dde4109226
results/canonical_metrics/angle_distance_factorial/04_PAIRED_DESIGN_AUDIT.csv,1909,39a466f14d0a8f809b0498b4982b92deecd79a1c1dbdee681c16c64f9e4c3d9b
results/canonical_metrics/angle_distance_factorial/05_PAIRED_UNIT_MANIFEST.csv,19625,e1d0127ac53093848932dfbb4364a77d58819796c9ab8a18b207e999831cb4b1
results/canonical_metrics/angle_distance_factorial/06_FACTORIAL_PROTOCOL.md,1798,f755df7e5016361da8d96fed5c9f91fd0d36b928c6ae84b46dc9897dc9ccca7c
results/canonical_metrics/angle_distance_factorial/07_POSITION_METRIC_RECONSTRUCTION.csv,9250,a8e82ac8c2746b87d43cbcdbf98792a4c724a94909d66a56e2928c20502eeb7a
results/canonical_metrics/angle_distance_factorial/08_PRIMARY_BLOCK_ACCURACY_CONTRASTS.csv,118346,3f11ae227a0fe4a75d00189febe1523a35c99be767d9765aeaf0e832f17dd7e4
results/canonical_metrics/angle_distance_factorial/09_SECONDARY_MACRO_F1_CONTRASTS.csv,5483,ab52a39ec5055f19a564156a7769e83dfd88e6b8688e9b7b210ba62448d375de
results/canonical_metrics/angle_distance_factorial/10_BOOTSTRAP_INTERVALS.csv,2434,723aefd764602f24848f043101e683a867dcc97c016694aa7565643f5e0e99b1
results/canonical_metrics/angle_distance_factorial/11_SIMPLE_EFFECTS_BY_DISTANCE_AND_ANGLE.csv,3081,e5a7f1c5711851d691b54eb1290272194bbaecdae3413d506e73566010ba73b3
results/canonical_metrics/angle_distance_factorial/12_PER_CLASS_FACTOR_RESULTS.csv,12092,9198faacf17fbda63c696b0204866776314b9bedbe2c3af5e951696cecb5d7d6
results/canonical_metrics/angle_distance_factorial/13_ER_SURFACE_HETEROGENEITY.csv,4597,0a64fbc9648fbdf1833f96401e802bddb35af0c29f9a6af11da9e2888abbbf2d
results/canonical_metrics/angle_distance_factorial/14_SEED_AND_FOLD_CONSISTENCY.csv,8884,a41fbf4f3855d4bd78cbe94c548f7ff5299d0c121f4c72f835b3fc5f83c6d765
results/canonical_metrics/angle_distance_factorial/15_FACTORIAL_INTERPRETATION.md,2354,7bd6b047b60a96690a3100802223a04b48b9ca136b00b1237b00b19658aeda91
results/canonical_metrics/angle_distance_factorial/16_LIMITATIONS_AND_NONCLAIMS.md,1441,f7ed5f38381811893dda553a92f882a886a3ca7b71993456ae30c2d047720175
results/canonical_metrics/angle_distance_factorial/STATUS.md,482,ef0d76502b356f90a7d9addf7ed69633cd48e7ddda5bda689f506e0b68067739
results/canonical_metrics/angle_distance_factorial/SYNCHRONIZED_CONFUSION_MATRICES.csv,31514,8a38207083d2e0b726d6b8337711dc02cba6462f058eb86ccc3f881a317f9ef6
results/canonical_metrics/angle_distance_factorial/SYNCHRONIZED_PER_CLASS_RESULTS.csv,42883,96aeee2d8bb24499982b0b07e6f033067b618889777aae4bb67636efdf034f8c
results/canonical_metrics/angle_distance_factorial/SYNCHRONIZED_PER_RUN_METRICS.csv,20188,41c51febc5277057260b9dc7e7f1a5e33160af80242b51de0fa9df5123c71e7e
results/canonical_metrics/angle_distance_factorial/SYNCHRONIZED_PREDICTED_CLASS_HISTOGRAMS.csv,12241,14e2312e7e7e91fcc843dfffdaa0546e94efb754b0fd5fb3a45438e739a0b1df
results/canonical_metrics/angle_distance_factorial/SYNCHRONIZED_RUN_REGISTER.csv,24790,fe9e7611a25ceeac68ab809757c6579efe4e8f2eefcfa4ca17836366bc3857a0
results/canonical_metrics/dann_position_intervention/00_EXECUTIVE_SUMMARY.md,1366,4598284746d61ff18bcad5716dbe5301f8d76c9a113c76e7f352fea697b1b206
results/canonical_metrics/dann_position_intervention/01_INPUT_BINDING.json,693,e9d7070a3a3c40c58fa26f5e4187aa11010ceb3086bb30817bf09fa44295e299
results/canonical_metrics/dann_position_intervention/02_C1_LINEAGE_BINDING.json,1797,9f42d8dffda63a01dadc836201a4753e54eeb4cad6db62d55039ea898cb7b67c
results/canonical_metrics/dann_position_intervention/03_PREREGISTERED_PROTOCOL.md,1804,2d513a61c99550a713db1b21388ebc74f4a9859f9706918efd231697dedac521
results/canonical_metrics/dann_position_intervention/04_DATA_AND_DOMAIN_STRUCTURE_AUDIT.csv,242,46846ac18ca1ecbe467f610cca7ff62dd3dfe3e6619522f7075786c026847f0a
results/canonical_metrics/dann_position_intervention/05_SOURCE_LOPO_SPLIT_MANIFEST.csv,402,bfbef30a6b02f7b403cb85b1cba265497e09a9f2af5692f4fa6c288771b83e25
results/canonical_metrics/dann_position_intervention/06_DANN_MODEL_AND_GRL_VALIDITY.csv,484,ed62ba943799bfd8beca6a3908453ed1814ecbdff14b7ccee3c91da4c58cac61
results/canonical_metrics/dann_position_intervention/07_LAMBDA_GRID_REGISTER.csv,155,5ba75e962843ca6f4fc15854b065bc8353928bc259aa4a7174dca45a532f3860
results/canonical_metrics/dann_position_intervention/08_LEAKAGE_AND_LABEL_BOUNDARY_GATES.csv,911,92f25848682b10cd0cad94087e83752b807f3daf48624d7f512d072881b99219
results/canonical_metrics/dann_position_intervention/09_DEVELOPMENT_RUN_REGISTER.csv,7253,1de0da7baa008e5f18e44ef655fa9fa1907aa114d07842b4f9d43b07ebfc2fe8
results/canonical_metrics/dann_position_intervention/10_SOURCE_HELD_POSITION_METRICS.csv,7445,dfd0a73c5445d733675a70595fa1010576fd5a4e7a25c5fc13c78da122c2e1b1
results/canonical_metrics/dann_position_intervention/11_INDEPENDENT_POSITION_PROBE_RESULTS.csv,4505,966278b5d112f5a8197f7ce59d34fd0c3de9544644d5f027156190dadd52ec60
results/canonical_metrics/dann_position_intervention/12_TAGID_PROBE_AND_SILHOUETTE_RESULTS.csv,12462,b259ff7e713c0e75881e44e1e2ce59517175afdad5c290f0c2558d10bbe124ac
results/canonical_metrics/dann_position_intervention/13_SOURCE_INTERVENTION_CONTRASTS.csv,2192,0a11fd75013d6e8e8ed27767e9b653e0791db457f4a699617baf80ba2361c27a
results/canonical_metrics/dann_position_intervention/14_SOURCE_ONLY_LAMBDA_SELECTION.md,343,0eaf3d8ed96900e1ac4add88f827203de8e5fb9d4b932aa615dd1d07642875b4
results/canonical_metrics/dann_position_intervention/15_FINAL_MODEL_REGISTER.csv,2389,2bf5e4bf34c0d4eea946622bbb6a31bbe50df99f254405c45d3871ebaf70e779
results/canonical_metrics/dann_position_intervention/16_P4_PREDICTION_FREEZE_AND_ACCESS_LOG.csv,3224,e2a3bb1db640dbbe5c2b54366b5c5f4196435056111508344d01fef07cdaf87f
results/canonical_metrics/dann_position_intervention/17_P4_BLOCK_METRICS.csv,3527,ec8f38fc9a7f894c3f6c2f4331b32529e67dfec2ae05088990810fa171095ccd
results/canonical_metrics/dann_position_intervention/18_P4_PRIMARY_DANN_VS_ERM_CONTRAST.csv,828,f4749d98af6d10b695a737430235b1d58acf25fe0915f2fccba19574728493ad
results/canonical_metrics/dann_position_intervention/19_P4_PER_CLASS_RESULTS.csv,3909,faead67b144b221d59a29274c1a0d4273b5ee19c0971ffcfae3ab86d253f2dfa
results/canonical_metrics/dann_position_intervention/20_PREDICTED_CLASS_HISTOGRAMS.csv,418,7f798b45a720c0d6b176a9742fb06f25b750cefb8a288755b89fce708b56e810
results/canonical_metrics/dann_position_intervention/21_INTERVENTION_TRANSFER_LINK.csv,227,2ef90a3f2e18e0ab0bb6c4fff617b5dcc873e89a926416da40ea958a3c435d67
results/canonical_metrics/dann_position_intervention/22_BOOTSTRAP_AND_SEED_SENSITIVITY.csv,650,6af9095e1df9944a80723ace3f4acabdfcf6a641d104824418e9787940e729c3
