position,fold,seed,evaluation_level,true_class_index,true_TagID,predicted_0,predicted_1,predicted_2,predicted_3,predicted_4,predicted_5,predicted_6
P1,2,46,condition_block,2,3,0,1,2,0,0,0,0
P1,2,46,condition_block,3,4,0,0,0,1,2,0,0
P1,2,46,condition_block,4,5,0,1,0,0,2,0,0
P1,2,46,condition_block,5,6,0,0,0,1,2,0,0
P1,2,46,condition_block,6,7,0,0,0,0,2,0,1
P1,3,42,row,0,1,50,50,0,0,0,0,50
P1,3,42,row,1,2,50,0,0,50,0,0,50
P1,3,42,row,2,3,0,50,0,0,0,0,100
P1,3,42,row,3,4,100,0,0,0,0,13,37
P1,3,42,row,4,5,0,0,0,50,0,0,100
P1,3,42,row,5,6,0,50,0,0,0,0,100
P1,3,42,row,6,7,0,0,0,0,0,0,150
P1,3,42,condition_block,0,1,1,1,0,0,0,0,1
P1,3,42,condition_block,1,2,1,0,0,1,0,0,1
P1,3,42,condition_block,2,3,0,1,0,0,0,0,2
P1,3,42,condition_block,3,4,2,0,0,0,0,1,0
P1,3,42,condition_block,4,5,0,0,0,1,0,0,2
P1,3,42,condition_block,5,6,0,1,0,0,0,0,2
P1,3,42,condition_block,6,7,0,0,0,0,0,0,3
P1,3,43,row,0,1,49,50,0,0,51,0,0
P1,3,43,row,1,2,0,0,0,50,50,0,50
P1,3,43,row,2,3,0,0,50,0,0,0,100
P1,3,43,row,3,4,0,0,0,113,37,0,0
P1,3,43,row,4,5,0,0,0,50,50,0,50
P1,3,43,row,5,6,0,100,0,0,50,0,0
P1,3,43,row,6,7,0,0,0,0,0,0,150
P1,3,43,condition_block,0,1,1,1,0,0,1,0,0
P1,3,43,condition_block,1,2,0,0,0,1,1,0,1
P1,3,43,condition_block,2,3,0,0,1,0,0,0,2
P1,3,43,condition_block,3,4,0,0,0,3,0,0,0
P1,3,43,condition_block,4,5,0,0,0,1,1,0,1
P1,3,43,condition_block,5,6,0,2,0,0,1,0,0
P1,3,43,condition_block,6,7,0,0,0,0,0,0,3
P1,3,44,row,0,1,0,50,0,0,0,100,0
P1,3,44,row,1,2,0,0,0,0,0,100,50
P1,3,44,row,2,3,0,50,0,0,0,50,50
P1,3,44,row,3,4,0,0,0,0,0,150,0
P1,3,44,row,4,5,0,0,0,0,0,150,0
P1,3,44,row,5,6,0,0,0,0,0,100,50
P1,3,44,row,6,7,0,0,0,0,0,100,50
P1,3,44,condition_block,0,1,0,1,0,0,0,2,0
P1,3,44,condition_block,1,2,0,0,0,0,0,2,1
P1,3,44,condition_block,2,3,0,1,0,0,0,1,1
P1,3,44,condition_block,3,4,0,0,0,0,0,3,0
P1,3,44,condition_block,4,5,0,0,0,0,0,3,0
P1,3,44,condition_block,5,6,0,0,0,0,0,2,1
P1,3,44,condition_block,6,7,0,0,0,0,0,2,1
P1,3,45,row,0,1,100,0,50,0,0,0,0
P1,3,45,row,1,2,100,0,0,50,0,0,0
P1,3,45,row,2,3,53,0,96,0,1,0,0
P1,3,45,row,3,4,0,0,0,150,0,0,0
P1,3,45,row,4,5,100,0,0,50,0,0,0
P1,3,45,row,5,6,0,0,100,0,0,50,0
P1,3,45,row,6,7,90,0,60,0,0,0,0
P1,3,45,condition_block,0,1,2,0,1,0,0,0,0
P1,3,45,condition_block,1,2,2,0,0,1,0,0,0
P1,3,45,condition_block,2,3,1,0,2,0,0,0,0
P1,3,45,condition_block,3,4,0,0,0,3,0,0,0
P1,3,45,condition_block,4,5,2,0,0,1,0,0,0
P1,3,45,condition_block,5,6,0,0,2,0,0,1,0
P1,3,45,condition_block,6,7,2,0,1,0,0,0,0
P1,3,46,row,0,1,0,100,0,0,0,50,0
P1,3,46,row,1,2,0,100,0,50,0,0,0
P1,3,46,row,2,3,0,147,0,0,0,0,3
P1,3,46,row,3,4,0,0,0,150,0,0,0
P1,3,46,row,4,5,0,50,0,50,0,50,0
P1,3,46,row,5,6,0,150,0,0,0,0,0
P1,3,46,row,6,7,0,100,0,0,0,0,50
P1,3,46,condition_block,0,1,0,2,0,0,0,1,0
P1,3,46,condition_block,1,2,0,2,0,1,0,0,0
P1,3,46,condition_block,2,3,0,3,0,0,0,0,0
P1,3,46,condition_block,3,4,0,0,0,3,0,0,0
P1,3,46,condition_block,4,5,0,1,0,1,0,1,0
P1,3,46,condition_block,5,6,0,3,0,0,0,0,0
P1,3,46,condition_block,6,7,0,2,0,0,0,0,1
P2,1,42,row,0,1,0,0,0,0,0,100,50
P2,1,42,row,1,2,0,3,0,0,50,50,47
P2,1,42,row,2,3,0,0,3,0,0,147,0
P2,1,42,row,3,4,0,0,0,0,0,100,50
P2,1,42,row,4,5,0,0,0,50,0,100,0
P2,1,42,row,5,6,0,0,50,0,50,50,0
P2,1,42,row,6,7,0,0,50,0,0,100,0
P2,1,42,condition_block,0,1,0,0,0,0,0,2,1
P2,1,42,condition_block,1,2,0,0,0,0,1,1,1
P2,1,42,condition_block,2,3,0,0,0,0,0,3,0
P2,1,42,condition_block,3,4,0,0,0,0,0,2,1
P2,1,42,condition_block,4,5,0,0,0,1,0,2,0
P2,1,42,condition_block,5,6,0,0,1,0,1,1,0
P2,1,42,condition_block,6,7,0,0,1,0,0,2,0
P2,1,43,row,0,1,0,0,0,50,50,0,50
P2,1,43,row,1,2,0,50,50,0,50,0,0
P2,1,43,row,2,3,0,50,3,0,47,0,50
P2,1,43,row,3,4,100,0,0,0,0,50,0
P2,1,43,row,4,5,0,50,0,50,0,0,50
P2,1,43,row,5,6,0,100,0,0,0,0,50
P2,1,43,row,6,7,0,0,100,0,0,50,0
P2,1,43,condition_block,0,1,0,0,0,1,1,0,1
P2,1,43,condition_block,1,2,0,1,1,0,1,0,0
P2,1,43,condition_block,2,3,0,1,0,0,1,0,1
P2,1,43,condition_block,3,4,2,0,0,0,0,1,0
P2,1,43,condition_block,4,5,0,1,0,1,0,0,1
P2,1,43,condition_block,5,6,0,2,0,0,0,0,1
P2,1,43,condition_block,6,7,0,0,2,0,0,1,0
P2,1,44,row,0,1,0,0,0,50,0,0,100
P2,1,44,row,1,2,50,50,0,50,0,0,0
P2,1,44,row,2,3,0,0,50,100,0,0,0
P2,1,44,row,3,4,0,0,0,100,0,0,50
P2,1,44,row,4,5,0,0,0,50,0,0,100
P2,1,44,row,5,6,0,0,0,0,0,0,150
P2,1,44,row,6,7,0,0,100,0,0,0,50
P2,1,44,condition_block,0,1,0,0,0,1,0,0,2
P2,1,44,condition_block,1,2,1,1,0,1,0,0,0
P2,1,44,condition_block,2,3,0,0,1,2,0,0,0
P2,1,44,condition_block,3,4,0,0,0,2,0,0,1
P2,1,44,condition_block,4,5,0,0,0,1,0,0,2
P2,1,44,condition_block,5,6,0,0,0,0,0,0,3
P2,1,44,condition_block,6,7,0,0,2,0,0,0,1
P2,1,45,row,0,1,0,0,0,50,0,100,0
P2,1,45,row,1,2,0,50,0,0,50,50,0
P2,1,45,row,2,3,0,50,50,50,0,0,0
P2,1,45,row,3,4,0,50,0,0,0,100,0
P2,1,45,row,4,5,0,50,0,0,0,100,0
P2,1,45,row,5,6,0,100,0,0,0,0,50
P2,1,45,row,6,7,0,0,50,0,0,100,0
P2,1,45,condition_block,0,1,0,0,0,1,0,2,0
P2,1,45,condition_block,1,2,0,1,0,0,1,1,0
P2,1,45,condition_block,2,3,0,1,1,1,0,0,0
P2,1,45,condition_block,3,4,0,1,0,0,0,2,0
P2,1,45,condition_block,4,5,0,1,0,0,0,2,0
P2,1,45,condition_block,5,6,0,2,0,0,0,0,1
P2,1,45,condition_block,6,7,0,0,1,0,0,2,0
P2,1,46,row,0,1,0,0,150,0,0,0,0
P2,1,46,row,1,2,0,0,150,0,0,0,0
P2,1,46,row,2,3,0,0,150,0,0,0,0
P2,1,46,row,3,4,0,50,100,0,0,0,0
P2,1,46,row,4,5,0,0,100,50,0,0,0
P2,1,46,row,5,6,0,0,150,0,0,0,0
P2,1,46,row,6,7,0,0,150,0,0,0,0
P2,1,46,condition_block,0,1,0,0,3,0,0,0,0
P2,1,46,condition_block,1,2,0,0,3,0,0,0,0
P2,1,46,condition_block,2,3,0,0,3,0,0,0,0
P2,1,46,condition_block,3,4,0,1,2,0,0,0,0
P2,1,46,condition_block,4,5,0,0,2,1,0,0,0
P2,1,46,condition_block,5,6,0,0,3,0,0,0,0
P2,1,46,condition_block,6,7,0,0,3,0,0,0,0
P2,2,42,row,0,1,0,0,0,0,0,0,150
P2,2,42,row,1,2,0,0,0,0,0,0,150
P2,2,42,row,2,3,0,0,0,0,0,0,150
P2,2,42,row,3,4,50,0,0,0,0,0,100
P2,2,42,row,4,5,0,0,50,0,0,0,100
P2,2,42,row,5,6,1,0,0,0,0,0,149
P2,2,42,row,6,7,0,0,0,0,0,0,150
P2,2,42,condition_block,0,1,0,0,0,0,0,0,3
P2,2,42,condition_block,1,2,0,0,0,0,0,0,3
P2,2,42,condition_block,2,3,0,0,0,0,0,0,3
P2,2,42,condition_block,3,4,1,0,0,0,0,0,2
P2,2,42,condition_block,4,5,0,0,1,0,0,0,2
P2,2,42,condition_block,5,6,0,0,0,0,0,0,3
P2,2,42,condition_block,6,7,0,0,0,0,0,0,3
P2,2,43,row,0,1,50,50,50,0,0,0,0
P2,2,43,row,1,2,3,50,97,0,0,0,0
P2,2,43,row,2,3,0,0,100,0,0,0,50
P2,2,43,row,3,4,100,0,0,50,0,0,0
P2,2,43,row,4,5,0,50,100,0,0,0,0
P2,2,43,row,5,6,99,1,50,0,0,0,0
P2,2,43,row,6,7,100,0,50,0,0,0,0
P2,2,43,condition_block,0,1,1,1,1,0,0,0,0
P2,2,43,condition_block,1,2,0,1,2,0,0,0,0
P2,2,43,condition_block,2,3,0,0,2,0,0,0,1
P2,2,43,condition_block,3,4,2,0,0,1,0,0,0
P2,2,43,condition_block,4,5,0,1,2,0,0,0,0
P2,2,43,condition_block,5,6,2,0,1,0,0,0,0
P2,2,43,condition_block,6,7,2,0,1,0,0,0,0
P2,2,44,row,0,1,0,0,0,150,0,0,0
P2,2,44,row,1,2,0,0,0,150,0,0,0
P2,2,44,row,2,3,0,0,0,150,0,0,0
P2,2,44,row,3,4,0,0,0,150,0,0,0
P2,2,44,row,4,5,0,0,0,150,0,0,0
P2,2,44,row,5,6,0,0,0,150,0,0,0
P2,2,44,row,6,7,0,0,0,150,0,0,0
P2,2,44,condition_block,0,1,0,0,0,3,0,0,0
P2,2,44,condition_block,1,2,0,0,0,3,0,0,0
P2,2,44,condition_block,2,3,0,0,0,3,0,0,0
P2,2,44,condition_block,3,4,0,0,0,3,0,0,0
P2,2,44,condition_block,4,5,0,0,0,3,0,0,0
P2,2,44,condition_block,5,6,0,0,0,3,0,0,0
P2,2,44,condition_block,6,7,0,0,0,3,0,0,0
P2,2,45,row,0,1,0,0,0,0,150,0,0
P2,2,45,row,1,2,0,0,0,0,100,0,50
P2,2,45,row,2,3,0,0,0,0,47,0,103
P2,2,45,row,3,4,0,0,0,0,100,0,50
P2,2,45,row,4,5,0,0,0,0,100,0,50
P2,2,45,row,5,6,0,0,0,0,150,0,0
P2,2,45,row,6,7,0,0,0,0,100,0,50
P2,2,45,condition_block,0,1,0,0,0,0,3,0,0
P2,2,45,condition_block,1,2,0,0,0,0,2,0,1
P2,2,45,condition_block,2,3,0,0,0,0,1,0,2
P2,2,45,condition_block,3,4,0,0,0,0,2,0,1
P2,2,45,condition_block,4,5,0,0,0,0,2,0,1
P2,2,45,condition_block,5,6,0,0,0,0,3,0,0
P2,2,45,condition_block,6,7,0,0,0,0,2,0,1
P2,2,46,row,0,1,0,0,0,0,0,150,0
P2,2,46,row,1,2,0,0,0,0,0,150,0
P2,2,46,row,2,3,0,0,0,0,0,150,0
P2,2,46,row,3,4,0,0,0,0,0,150,0
P2,2,46,row,4,5,0,0,0,0,0,150,0
P2,2,46,row,5,6,0,0,0,0,0,150,0
P2,2,46,row,6,7,0,0,0,0,0,150,0
P2,2,46,condition_block,0,1,0,0,0,0,0,3,0
P2,2,46,condition_block,1,2,0,0,0,0,0,3,0
P2,2,46,condition_block,2,3,0,0,0,0,0,3,0
P2,2,46,condition_block,3,4,0,0,0,0,0,3,0
P2,2,46,condition_block,4,5,0,0,0,0,0,3,0
P2,2,46,condition_block,5,6,0,0,0,0,0,3,0
P2,2,46,condition_block,6,7,0,0,0,0,0,3,0
P2,3,42,row,0,1,0,47,3,0,50,50,0
P2,3,42,row,1,2,0,0,0,0,150,0,0
P2,3,42,row,2,3,0,0,50,0,100,0,0
P2,3,42,row,3,4,0,50,0,0,100,0,0
P2,3,42,row,4,5,0,50,0,0,100,0,0
P2,3,42,row,5,6,0,0,0,44,56,0,50
P2,3,42,row,6,7,0,97,0,0,53,0,0
P2,3,42,condition_block,0,1,0,1,0,0,1,1,0
P2,3,42,condition_block,1,2,0,0,0,0,3,0,0
P2,3,42,condition_block,2,3,0,0,1,0,2,0,0
P2,3,42,condition_block,3,4,0,1,0,0,2,0,0
P2,3,42,condition_block,4,5,0,1,0,0,2,0,0
P2,3,42,condition_block,5,6,0,0,0,1,1,0,1
P2,3,42,condition_block,6,7,0,2,0,0,1,0,0
P2,3,43,row,0,1,1,149,0,0,0,0,0
P2,3,43,row,1,2,0,100,0,0,50,0,0
P2,3,43,row,2,3,0,50,50,0,50,0,0
P2,3,43,row,3,4,0,150,0,0,0,0,0
P2,3,43,row,4,5,50,100,0,0,0,0,0
P2,3,43,row,5,6,50,49,1,0,0,0,50
P2,3,43,row,6,7,0,97,3,0,50,0,0
P2,3,43,condition_block,0,1,0,3,0,0,0,0,0
P2,3,43,condition_block,1,2,0,2,0,0,1,0,0
P2,3,43,condition_block,2,3,0,1,1,0,1,0,0
P2,3,43,condition_block,3,4,0,3,0,0,0,0,0
P2,3,43,condition_block,4,5,1,2,0,0,0,0,0
P2,3,43,condition_block,5,6,1,1,0,0,0,0,1
P2,3,43,condition_block,6,7,0,2,0,0,1,0,0
P2,3,44,row,0,1,50,0,0,50,44,0,6
P2,3,44,row,1,2,50,0,0,50,50,0,0
P2,3,44,row,2,3,0,0,1,50,50,0,49
P2,3,44,row,3,4,49,0,0,51,50,0,0
P2,3,44,row,4,5,0,0,0,51,99,0,0
P2,3,44,row,5,6,0,0,0,50,49,0,51
P2,3,44,row,6,7,0,0,3,50,97,0,0
P2,3,44,condition_block,0,1,1,0,0,1,1,0,0
P2,3,44,condition_block,1,2,1,0,0,1,1,0,0
P2,3,44,condition_block,2,3,0,0,0,1,1,0,1
P2,3,44,condition_block,3,4,1,0,0,1,1,0,0
P2,3,44,condition_block,4,5,0,0,0,1,2,0,0
P2,3,44,condition_block,5,6,0,0,0,1,1,0,1
P2,3,44,condition_block,6,7,0,0,0,1,2,0,0
P2,3,45,row,0,1,0,0,0,0,101,0,49
P2,3,45,row,1,2,0,0,0,0,150,0,0
P2,3,45,row,2,3,0,0,0,0,100,0,50
P2,3,45,row,3,4,0,0,0,0,150,0,0
P2,3,45,row,4,5,0,0,0,0,150,0,0
P2,3,45,row,5,6,0,0,0,0,150,0,0
P2,3,45,row,6,7,0,0,0,0,150,0,0
P2,3,45,condition_block,0,1,0,0,0,0,2,0,1
P2,3,45,condition_block,1,2,0,0,0,0,3,0,0
P2,3,45,condition_block,2,3,0,0,0,0,2,0,1
P2,3,45,condition_block,3,4,0,0,0,0,3,0,0
P2,3,45,condition_block,4,5,0,0,0,0,3,0,0
P2,3,45,condition_block,5,6,0,0,0,0,3,0,0
P2,3,45,condition_block,6,7,0,0,0,0,3,0,0
P2,3,46,row,0,1,0,44,3,0,50,50,3
P2,3,46,row,1,2,0,100,0,0,50,0,0
P2,3,46,row,2,3,0,0,50,50,50,0,0
P2,3,46,row,3,4,0,50,0,0,50,0,50
P2,3,46,row,4,5,0,49,1,0,50,0,50
P2,3,46,row,5,6,0,46,51,0,0,0,53
P2,3,46,row,6,7,0,47,3,0,50,0,50
P2,3,46,condition_block,0,1,0,0,1,0,1,1,0
P2,3,46,condition_block,1,2,0,2,0,0,1,0,0
P2,3,46,condition_block,2,3,0,0,1,1,1,0,0
P2,3,46,condition_block,3,4,0,1,0,0,1,0,1
P2,3,46,condition_block,4,5,0,1,0,0,1,0,1
P2,3,46,condition_block,5,6,0,1,1,0,0,0,1
P2,3,46,condition_block,6,7,0,1,0,0,1,0,1
P3,1,42,row,0,1,0,0,150,0,0,0,0
P3,1,42,row,1,2,0,0,150,0,0,0,0
P3,1,42,row,2,3,0,0,150,0,0,0,0
P3,1,42,row,3,4,0,0,150,0,0,0,0
P3,1,42,row,4,5,0,0,150,0,0,0,0
P3,1,42,row,5,6,0,0,150,0,0,0,0
P3,1,42,row,6,7,0,0,150,0,0,0,0
P3,1,42,condition_block,0,1,0,0,3,0,0,0,0
P3,1,42,condition_block,1,2,0,0,3,0,0,0,0
P3,1,42,condition_block,2,3,0,0,3,0,0,0,0
P3,1,42,condition_block,3,4,0,0,3,0,0,0,0
P3,1,42,condition_block,4,5,0,0,3,0,0,0,0
P3,1,42,condition_block,5,6,0,0,3,0,0,0,0
P3,1,42,condition_block,6,7,0,0,3,0,0,0,0
P3,1,43,row,0,1,100,0,50,0,0,0,0
P3,1,43,row,1,2,150,0,0,0,0,0,0
P3,1,43,row,2,3,144,6,0,0,0,0,0
P3,1,43,row,3,4,149,0,0,1,0,0,0
P3,1,43,row,4,5,100,0,0,0,0,50,0
P3,1,43,row,5,6,51,99,0,0,0,0,0
P3,1,43,row,6,7,69,0,81,0,0,0,0
P3,1,43,condition_block,0,1,2,0,1,0,0,0,0
P3,1,43,condition_block,1,2,3,0,0,0,0,0,0
P3,1,43,condition_block,2,3,3,0,0,0,0,0,0
P3,1,43,condition_block,3,4,3,0,0,0,0,0,0
P3,1,43,condition_block,4,5,2,0,0,0,0,1,0
P3,1,43,condition_block,5,6,1,2,0,0,0,0,0
P3,1,43,condition_block,6,7,2,0,1,0,0,0,0
P3,1,44,row,0,1,149,0,1,0,0,0,0
P3,1,44,row,1,2,100,0,0,0,0,0,50
P3,1,44,row,2,3,48,6,3,0,0,0,93
P3,1,44,row,3,4,150,0,0,0,0,0,0
P3,1,44,row,4,5,50,0,0,0,0,0,100
P3,1,44,row,5,6,50,0,0,0,0,0,100
P3,1,44,row,6,7,96,0,0,0,0,0,54
P3,1,44,condition_block,0,1,3,0,0,0,0,0,0
P3,1,44,condition_block,1,2,2,0,0,0,0,0,1
P3,1,44,condition_block,2,3,1,0,0,0,0,0,2
P3,1,44,condition_block,3,4,3,0,0,0,0,0,0
P3,1,44,condition_block,4,5,1,0,0,0,0,0,2
P3,1,44,condition_block,5,6,1,0,0,0,0,0,2
P3,1,44,condition_block,6,7,2,0,0,0,0,0,1
P3,1,45,row,0,1,47,0,0,53,50,0,0
P3,1,45,row,1,2,56,0,0,59,0,35,0
P3,1,45,row,2,3,84,0,0,50,16,0,0
P3,1,45,row,3,4,0,0,0,150,0,0,0
P3,1,45,row,4,5,0,0,0,4,96,50,0
P3,1,45,row,5,6,100,0,0,0,0,50,0
P3,1,45,row,6,7,18,0,0,0,100,31,1
P3,1,45,condition_block,0,1,1,0,0,1,1,0,0
P3,1,45,condition_block,1,2,1,0,0,2,0,0,0
P3,1,45,condition_block,2,3,2,0,0,1,0,0,0
P3,1,45,condition_block,3,4,0,0,0,3,0,0,0
P3,1,45,condition_block,4,5,0,0,0,0,2,1,0
P3,1,45,condition_block,5,6,2,0,0,0,0,1,0
P3,1,45,condition_block,6,7,0,0,0,0,2,1,0
P3,1,46,row,0,1,0,0,150,0,0,0,0
P3,1,46,row,1,2,0,0,103,44,0,0,3
P3,1,46,row,2,3,0,0,149,0,0,0,1
P3,1,46,row,3,4,0,0,50,100,0,0,0
P3,1,46,row,4,5,0,0,150,0,0,0,0
P3,1,46,row,5,6,0,0,100,0,0,0,50
P3,1,46,row,6,7,0,0,149,0,0,0,1
P3,1,46,condition_block,0,1,0,0,3,0,0,0,0
P3,1,46,condition_block,1,2,0,0,2,1,0,0,0
P3,1,46,condition_block,2,3,0,0,3,0,0,0,0
