position,fold,seed,evaluation_level,class_index,TagID,precision,recall,f1,support
P1,1,46,condition_block,6,7,0.4,0.6666666666666666,0.5,3
P1,2,42,row,0,1,0.18083182640144665,0.6666666666666666,0.2844950213371266,150
P1,2,42,row,1,2,0.5154639175257731,0.3333333333333333,0.4048582995951417,150
P1,2,42,row,2,3,0.0,0.0,0.0,150
P1,2,42,row,3,4,0.375,1.0,0.5454545454545454,150
P1,2,42,row,4,5,0.0,0.0,0.0,150
P1,2,42,row,5,6,0.0,0.0,0.0,150
P1,2,42,row,6,7,0.0,0.0,0.0,150
P1,2,42,condition_block,0,1,0.18181818181818182,0.6666666666666666,0.2857142857142857,3
P1,2,42,condition_block,1,2,0.5,0.3333333333333333,0.4,3
P1,2,42,condition_block,2,3,0.0,0.0,0.0,3
P1,2,42,condition_block,3,4,0.375,1.0,0.5454545454545454,3
P1,2,42,condition_block,4,5,0.0,0.0,0.0,3
P1,2,42,condition_block,5,6,0.0,0.0,0.0,3
P1,2,42,condition_block,6,7,0.0,0.0,0.0,3
P1,2,43,row,0,1,0.0,0.0,0.0,150
P1,2,43,row,1,2,0.25,0.3333333333333333,0.2857142857142857,150
P1,2,43,row,2,3,0.0,0.0,0.0,150
P1,2,43,row,3,4,0.25295109612141653,1.0,0.4037685060565276,150
P1,2,43,row,4,5,0.0,0.0,0.0,150
P1,2,43,row,5,6,0.0,0.0,0.0,150
P1,2,43,row,6,7,0.3184713375796178,0.3333333333333333,0.3257328990228013,150
P1,2,43,condition_block,0,1,0.0,0.0,0.0,3
P1,2,43,condition_block,1,2,0.25,0.3333333333333333,0.2857142857142857,3
P1,2,43,condition_block,2,3,0.0,0.0,0.0,3
P1,2,43,condition_block,3,4,0.25,1.0,0.4,3
P1,2,43,condition_block,4,5,0.0,0.0,0.0,3
P1,2,43,condition_block,5,6,0.0,0.0,0.0,3
P1,2,43,condition_block,6,7,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P1,2,44,row,0,1,0.0,0.0,0.0,150
P1,2,44,row,1,2,1.0,0.30666666666666664,0.46938775510204084,150
P1,2,44,row,2,3,0.4898989898989899,0.6466666666666666,0.5574712643678161,150
P1,2,44,row,3,4,0.2175824175824176,0.66,0.32727272727272727,150
P1,2,44,row,4,5,0.0,0.0,0.0,150
P1,2,44,row,5,6,0.0,0.0,0.0,150
P1,2,44,row,6,7,0.3129251700680272,0.30666666666666664,0.30976430976430974,150
P1,2,44,condition_block,0,1,0.0,0.0,0.0,3
P1,2,44,condition_block,1,2,1.0,0.3333333333333333,0.5,3
P1,2,44,condition_block,2,3,0.5,0.6666666666666666,0.5714285714285714,3
P1,2,44,condition_block,3,4,0.2222222222222222,0.6666666666666666,0.3333333333333333,3
P1,2,44,condition_block,4,5,0.0,0.0,0.0,3
P1,2,44,condition_block,5,6,0.0,0.0,0.0,3
P1,2,44,condition_block,6,7,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P1,2,45,row,0,1,0.16891891891891891,0.3333333333333333,0.2242152466367713,150
P1,2,45,row,1,2,0.3210702341137124,0.64,0.42761692650334077,150
P1,2,45,row,2,3,0.31125827814569534,0.31333333333333335,0.3122923588039867,150
P1,2,45,row,3,4,0.5,0.6666666666666666,0.5714285714285714,150
P1,2,45,row,4,5,0.0,0.0,0.0,150
P1,2,45,row,5,6,0.038461538461538464,0.02666666666666667,0.031496062992125984,150
P1,2,45,row,6,7,0.0,0.0,0.0,150
P1,2,45,condition_block,0,1,0.16666666666666666,0.3333333333333333,0.2222222222222222,3
P1,2,45,condition_block,1,2,0.3333333333333333,0.6666666666666666,0.4444444444444444,3
P1,2,45,condition_block,2,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P1,2,45,condition_block,3,4,0.5,0.6666666666666666,0.5714285714285714,3
P1,2,45,condition_block,4,5,0.0,0.0,0.0,3
P1,2,45,condition_block,5,6,0.0,0.0,0.0,3
P1,2,45,condition_block,6,7,0.0,0.0,0.0,3
P1,2,46,row,0,1,0.9361702127659575,0.29333333333333333,0.4467005076142132,150
P1,2,46,row,1,2,0.25906735751295334,0.3333333333333333,0.2915451895043732,150
P1,2,46,row,2,3,0.6535947712418301,0.6666666666666666,0.6600660066006601,150
P1,2,46,row,3,4,0.49504950495049505,0.3333333333333333,0.398406374501992,150
P1,2,46,row,4,5,0.20040080160320642,0.6666666666666666,0.3081664098613251,150
P1,2,46,row,5,6,0.0,0.0,0.0,150
P1,2,46,row,6,7,0.8771929824561403,0.3333333333333333,0.4830917874396135,150
P1,2,46,condition_block,0,1,0.0,0.0,0.0,3
P1,2,46,condition_block,1,2,0.25,0.3333333333333333,0.2857142857142857,3
P1,2,46,condition_block,2,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,3
P1,2,46,condition_block,3,4,0.5,0.3333333333333333,0.4,3
P1,2,46,condition_block,4,5,0.18181818181818182,0.6666666666666666,0.2857142857142857,3
P1,2,46,condition_block,5,6,0.0,0.0,0.0,3
P1,2,46,condition_block,6,7,1.0,0.3333333333333333,0.5,3
P1,3,42,row,0,1,0.25,0.3333333333333333,0.2857142857142857,150
P1,3,42,row,1,2,0.0,0.0,0.0,150
P1,3,42,row,2,3,0.0,0.0,0.0,150
P1,3,42,row,3,4,0.0,0.0,0.0,150
P1,3,42,row,4,5,0.0,0.0,0.0,150
P1,3,42,row,5,6,0.0,0.0,0.0,150
P1,3,42,row,6,7,0.2555366269165247,1.0,0.40705563093622793,150
P1,3,42,condition_block,0,1,0.25,0.3333333333333333,0.2857142857142857,3
P1,3,42,condition_block,1,2,0.0,0.0,0.0,3
P1,3,42,condition_block,2,3,0.0,0.0,0.0,3
P1,3,42,condition_block,3,4,0.0,0.0,0.0,3
P1,3,42,condition_block,4,5,0.0,0.0,0.0,3
P1,3,42,condition_block,5,6,0.0,0.0,0.0,3
P1,3,42,condition_block,6,7,0.2727272727272727,1.0,0.42857142857142855,3
P1,3,43,row,0,1,1.0,0.32666666666666666,0.49246231155778897,150
P1,3,43,row,1,2,0.0,0.0,0.0,150
P1,3,43,row,2,3,1.0,0.3333333333333333,0.5,150
P1,3,43,row,3,4,0.5305164319248826,0.7533333333333333,0.6225895316804407,150
P1,3,43,row,4,5,0.21008403361344538,0.3333333333333333,0.25773195876288657,150
P1,3,43,row,5,6,0.0,0.0,0.0,150
P1,3,43,row,6,7,0.42857142857142855,1.0,0.6,150
P1,3,43,condition_block,0,1,1.0,0.3333333333333333,0.5,3
P1,3,43,condition_block,1,2,0.0,0.0,0.0,3
P1,3,43,condition_block,2,3,1.0,0.3333333333333333,0.5,3
P1,3,43,condition_block,3,4,0.6,1.0,0.75,3
P1,3,43,condition_block,4,5,0.25,0.3333333333333333,0.2857142857142857,3
P1,3,43,condition_block,5,6,0.0,0.0,0.0,3
P1,3,43,condition_block,6,7,0.42857142857142855,1.0,0.6,3
P1,3,44,row,0,1,0.0,0.0,0.0,150
P1,3,44,row,1,2,0.0,0.0,0.0,150
P1,3,44,row,2,3,0.0,0.0,0.0,150
P1,3,44,row,3,4,0.0,0.0,0.0,150
P1,3,44,row,4,5,0.0,0.0,0.0,150
P1,3,44,row,5,6,0.13333333333333333,0.6666666666666666,0.2222222222222222,150
P1,3,44,row,6,7,0.25,0.3333333333333333,0.2857142857142857,150
P1,3,44,condition_block,0,1,0.0,0.0,0.0,3
P1,3,44,condition_block,1,2,0.0,0.0,0.0,3
P1,3,44,condition_block,2,3,0.0,0.0,0.0,3
P1,3,44,condition_block,3,4,0.0,0.0,0.0,3
P1,3,44,condition_block,4,5,0.0,0.0,0.0,3
P1,3,44,condition_block,5,6,0.13333333333333333,0.6666666666666666,0.2222222222222222,3
P1,3,44,condition_block,6,7,0.25,0.3333333333333333,0.2857142857142857,3
P1,3,45,row,0,1,0.22573363431151242,0.6666666666666666,0.3372681281618887,150
P1,3,45,row,1,2,0.0,0.0,0.0,150
P1,3,45,row,2,3,0.3137254901960784,0.64,0.42105263157894735,150
P1,3,45,row,3,4,0.6,1.0,0.75,150
P1,3,45,row,4,5,0.0,0.0,0.0,150
P1,3,45,row,5,6,1.0,0.3333333333333333,0.5,150
P1,3,45,row,6,7,0.0,0.0,0.0,150
P1,3,45,condition_block,0,1,0.2222222222222222,0.6666666666666666,0.3333333333333333,3
P1,3,45,condition_block,1,2,0.0,0.0,0.0,3
P1,3,45,condition_block,2,3,0.3333333333333333,0.6666666666666666,0.4444444444444444,3
P1,3,45,condition_block,3,4,0.6,1.0,0.75,3
P1,3,45,condition_block,4,5,0.0,0.0,0.0,3
P1,3,45,condition_block,5,6,1.0,0.3333333333333333,0.5,3
P1,3,45,condition_block,6,7,0.0,0.0,0.0,3
P1,3,46,row,0,1,0.0,0.0,0.0,150
P1,3,46,row,1,2,0.1545595054095827,0.6666666666666666,0.25094102885821834,150
P1,3,46,row,2,3,0.0,0.0,0.0,150
P1,3,46,row,3,4,0.6,1.0,0.75,150
P1,3,46,row,4,5,0.0,0.0,0.0,150
P1,3,46,row,5,6,0.0,0.0,0.0,150
P1,3,46,row,6,7,0.9433962264150944,0.3333333333333333,0.49261083743842365,150
P1,3,46,condition_block,0,1,0.0,0.0,0.0,3
P1,3,46,condition_block,1,2,0.15384615384615385,0.6666666666666666,0.25,3
P1,3,46,condition_block,2,3,0.0,0.0,0.0,3
P1,3,46,condition_block,3,4,0.6,1.0,0.75,3
P1,3,46,condition_block,4,5,0.0,0.0,0.0,3
P1,3,46,condition_block,5,6,0.0,0.0,0.0,3
P1,3,46,condition_block,6,7,1.0,0.3333333333333333,0.5,3
P2,1,42,row,0,1,0.0,0.0,0.0,150
P2,1,42,row,1,2,1.0,0.02,0.0392156862745098,150
P2,1,42,row,2,3,0.02912621359223301,0.02,0.023715415019762844,150
P2,1,42,row,3,4,0.0,0.0,0.0,150
P2,1,42,row,4,5,0.0,0.0,0.0,150
P2,1,42,row,5,6,0.07727975270479134,0.3333333333333333,0.12547051442910917,150
P2,1,42,row,6,7,0.0,0.0,0.0,150
P2,1,42,condition_block,0,1,0.0,0.0,0.0,3
P2,1,42,condition_block,1,2,0.0,0.0,0.0,3
P2,1,42,condition_block,2,3,0.0,0.0,0.0,3
P2,1,42,condition_block,3,4,0.0,0.0,0.0,3
P2,1,42,condition_block,4,5,0.0,0.0,0.0,3
P2,1,42,condition_block,5,6,0.07692307692307693,0.3333333333333333,0.125,3
P2,1,42,condition_block,6,7,0.0,0.0,0.0,3
P2,1,43,row,0,1,0.0,0.0,0.0,150
P2,1,43,row,1,2,0.2,0.3333333333333333,0.25,150
P2,1,43,row,2,3,0.0196078431372549,0.02,0.019801980198019802,150
P2,1,43,row,3,4,0.0,0.0,0.0,150
P2,1,43,row,4,5,0.0,0.0,0.0,150
P2,1,43,row,5,6,0.0,0.0,0.0,150
P2,1,43,row,6,7,0.0,0.0,0.0,150
P2,1,43,condition_block,0,1,0.0,0.0,0.0,3
P2,1,43,condition_block,1,2,0.2,0.3333333333333333,0.25,3
P2,1,43,condition_block,2,3,0.0,0.0,0.0,3
P2,1,43,condition_block,3,4,0.0,0.0,0.0,3
P2,1,43,condition_block,4,5,0.0,0.0,0.0,3
P2,1,43,condition_block,5,6,0.0,0.0,0.0,3
P2,1,43,condition_block,6,7,0.0,0.0,0.0,3
P2,1,44,row,0,1,0.0,0.0,0.0,150
P2,1,44,row,1,2,1.0,0.3333333333333333,0.5,150
P2,1,44,row,2,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,150
P2,1,44,row,3,4,0.2857142857142857,0.6666666666666666,0.4,150
P2,1,44,row,4,5,0.0,0.0,0.0,150
P2,1,44,row,5,6,0.0,0.0,0.0,150
P2,1,44,row,6,7,0.1111111111111111,0.3333333333333333,0.16666666666666666,150
P2,1,44,condition_block,0,1,0.0,0.0,0.0,3
P2,1,44,condition_block,1,2,1.0,0.3333333333333333,0.5,3
P2,1,44,condition_block,2,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P2,1,44,condition_block,3,4,0.2857142857142857,0.6666666666666666,0.4,3
P2,1,44,condition_block,4,5,0.0,0.0,0.0,3
P2,1,44,condition_block,5,6,0.0,0.0,0.0,3
P2,1,44,condition_block,6,7,0.1111111111111111,0.3333333333333333,0.16666666666666666,3
P2,1,45,row,0,1,0.0,0.0,0.0,150
P2,1,45,row,1,2,0.16666666666666666,0.3333333333333333,0.2222222222222222,150
P2,1,45,row,2,3,0.5,0.3333333333333333,0.4,150
P2,1,45,row,3,4,0.0,0.0,0.0,150
P2,1,45,row,4,5,0.0,0.0,0.0,150
P2,1,45,row,5,6,0.0,0.0,0.0,150
P2,1,45,row,6,7,0.0,0.0,0.0,150
P2,1,45,condition_block,0,1,0.0,0.0,0.0,3
P2,1,45,condition_block,1,2,0.16666666666666666,0.3333333333333333,0.2222222222222222,3
P2,1,45,condition_block,2,3,0.5,0.3333333333333333,0.4,3
P2,1,45,condition_block,3,4,0.0,0.0,0.0,3
P2,1,45,condition_block,4,5,0.0,0.0,0.0,3
P2,1,45,condition_block,5,6,0.0,0.0,0.0,3
P2,1,45,condition_block,6,7,0.0,0.0,0.0,3
P2,1,46,row,0,1,0.0,0.0,0.0,150
P2,1,46,row,1,2,0.0,0.0,0.0,150
P2,1,46,row,2,3,0.15789473684210525,1.0,0.2727272727272727,150
P2,1,46,row,3,4,0.0,0.0,0.0,150
P2,1,46,row,4,5,0.0,0.0,0.0,150
P2,1,46,row,5,6,0.0,0.0,0.0,150
P2,1,46,row,6,7,0.0,0.0,0.0,150
P2,1,46,condition_block,0,1,0.0,0.0,0.0,3
P2,1,46,condition_block,1,2,0.0,0.0,0.0,3
P2,1,46,condition_block,2,3,0.15789473684210525,1.0,0.2727272727272727,3
P2,1,46,condition_block,3,4,0.0,0.0,0.0,3
P2,1,46,condition_block,4,5,0.0,0.0,0.0,3
P2,1,46,condition_block,5,6,0.0,0.0,0.0,3
P2,1,46,condition_block,6,7,0.0,0.0,0.0,3
P2,2,42,row,0,1,0.0,0.0,0.0,150
P2,2,42,row,1,2,0.0,0.0,0.0,150
P2,2,42,row,2,3,0.0,0.0,0.0,150
P2,2,42,row,3,4,0.0,0.0,0.0,150
P2,2,42,row,4,5,0.0,0.0,0.0,150
P2,2,42,row,5,6,0.0,0.0,0.0,150
P2,2,42,row,6,7,0.15806111696522657,1.0,0.272975432211101,150
P2,2,42,condition_block,0,1,0.0,0.0,0.0,3
P2,2,42,condition_block,1,2,0.0,0.0,0.0,3
P2,2,42,condition_block,2,3,0.0,0.0,0.0,3
P2,2,42,condition_block,3,4,0.0,0.0,0.0,3
P2,2,42,condition_block,4,5,0.0,0.0,0.0,3
P2,2,42,condition_block,5,6,0.0,0.0,0.0,3
P2,2,42,condition_block,6,7,0.15789473684210525,1.0,0.2727272727272727,3
P2,2,43,row,0,1,0.14204545454545456,0.3333333333333333,0.199203187250996,150
P2,2,43,row,1,2,0.33112582781456956,0.3333333333333333,0.33222591362126247,150
P2,2,43,row,2,3,0.22371364653243847,0.6666666666666666,0.33500837520938026,150
P2,2,43,row,3,4,1.0,0.3333333333333333,0.5,150
P2,2,43,row,4,5,0.0,0.0,0.0,150
P2,2,43,row,5,6,0.0,0.0,0.0,150
P2,2,43,row,6,7,0.0,0.0,0.0,150
P2,2,43,condition_block,0,1,0.14285714285714285,0.3333333333333333,0.2,3
P2,2,43,condition_block,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P2,2,43,condition_block,2,3,0.2222222222222222,0.6666666666666666,0.3333333333333333,3
P2,2,43,condition_block,3,4,1.0,0.3333333333333333,0.5,3
P2,2,43,condition_block,4,5,0.0,0.0,0.0,3
P2,2,43,condition_block,5,6,0.0,0.0,0.0,3
P2,2,43,condition_block,6,7,0.0,0.0,0.0,3
P2,2,44,row,0,1,0.0,0.0,0.0,150
P2,2,44,row,1,2,0.0,0.0,0.0,150
P2,2,44,row,2,3,0.0,0.0,0.0,150
P2,2,44,row,3,4,0.14285714285714285,1.0,0.25,150
P2,2,44,row,4,5,0.0,0.0,0.0,150
P2,2,44,row,5,6,0.0,0.0,0.0,150
P2,2,44,row,6,7,0.0,0.0,0.0,150
P2,2,44,condition_block,0,1,0.0,0.0,0.0,3
P2,2,44,condition_block,1,2,0.0,0.0,0.0,3
P2,2,44,condition_block,2,3,0.0,0.0,0.0,3
P2,2,44,condition_block,3,4,0.14285714285714285,1.0,0.25,3
P2,2,44,condition_block,4,5,0.0,0.0,0.0,3
P2,2,44,condition_block,5,6,0.0,0.0,0.0,3
P2,2,44,condition_block,6,7,0.0,0.0,0.0,3
P2,2,45,row,0,1,0.0,0.0,0.0,150
P2,2,45,row,1,2,0.0,0.0,0.0,150
P2,2,45,row,2,3,0.0,0.0,0.0,150
P2,2,45,row,3,4,0.0,0.0,0.0,150
P2,2,45,row,4,5,0.13386880856760375,0.6666666666666666,0.2229654403567447,150
P2,2,45,row,5,6,0.0,0.0,0.0,150
P2,2,45,row,6,7,0.16501650165016502,0.3333333333333333,0.22075055187637968,150
P2,2,45,condition_block,0,1,0.0,0.0,0.0,3
P2,2,45,condition_block,1,2,0.0,0.0,0.0,3
P2,2,45,condition_block,2,3,0.0,0.0,0.0,3
P2,2,45,condition_block,3,4,0.0,0.0,0.0,3
P2,2,45,condition_block,4,5,0.13333333333333333,0.6666666666666666,0.2222222222222222,3
P2,2,45,condition_block,5,6,0.0,0.0,0.0,3
P2,2,45,condition_block,6,7,0.16666666666666666,0.3333333333333333,0.2222222222222222,3
P2,2,46,row,0,1,0.0,0.0,0.0,150
P2,2,46,row,1,2,0.0,0.0,0.0,150
P2,2,46,row,2,3,0.0,0.0,0.0,150
P2,2,46,row,3,4,0.0,0.0,0.0,150
P2,2,46,row,4,5,0.0,0.0,0.0,150
P2,2,46,row,5,6,0.14285714285714285,1.0,0.25,150
P2,2,46,row,6,7,0.0,0.0,0.0,150
P2,2,46,condition_block,0,1,0.0,0.0,0.0,3
P2,2,46,condition_block,1,2,0.0,0.0,0.0,3
P2,2,46,condition_block,2,3,0.0,0.0,0.0,3
P2,2,46,condition_block,3,4,0.0,0.0,0.0,3
P2,2,46,condition_block,4,5,0.0,0.0,0.0,3
P2,2,46,condition_block,5,6,0.14285714285714285,1.0,0.25,3
P2,2,46,condition_block,6,7,0.0,0.0,0.0,3
P2,3,42,row,0,1,0.0,0.0,0.0,150
P2,3,42,row,1,2,0.0,0.0,0.0,150
P2,3,42,row,2,3,0.9433962264150944,0.3333333333333333,0.49261083743842365,150
P2,3,42,row,3,4,0.0,0.0,0.0,150
P2,3,42,row,4,5,0.16420361247947454,0.6666666666666666,0.2635046113306983,150
P2,3,42,row,5,6,0.0,0.0,0.0,150
P2,3,42,row,6,7,0.0,0.0,0.0,150
P2,3,42,condition_block,0,1,0.0,0.0,0.0,3
P2,3,42,condition_block,1,2,0.0,0.0,0.0,3
P2,3,42,condition_block,2,3,1.0,0.3333333333333333,0.5,3
P2,3,42,condition_block,3,4,0.0,0.0,0.0,3
P2,3,42,condition_block,4,5,0.16666666666666666,0.6666666666666666,0.26666666666666666,3
P2,3,42,condition_block,5,6,0.0,0.0,0.0,3
P2,3,42,condition_block,6,7,0.0,0.0,0.0,3
P2,3,43,row,0,1,0.009900990099009901,0.006666666666666667,0.00796812749003984,150
P2,3,43,row,1,2,0.14388489208633093,0.6666666666666666,0.23668639053254437,150
P2,3,43,row,2,3,0.9259259259259259,0.3333333333333333,0.49019607843137253,150
P2,3,43,row,3,4,0.0,0.0,0.0,150
P2,3,43,row,4,5,0.0,0.0,0.0,150
P2,3,43,row,5,6,0.0,0.0,0.0,150
P2,3,43,row,6,7,0.0,0.0,0.0,150
P2,3,43,condition_block,0,1,0.0,0.0,0.0,3
P2,3,43,condition_block,1,2,0.14285714285714285,0.6666666666666666,0.23529411764705882,3
P2,3,43,condition_block,2,3,1.0,0.3333333333333333,0.5,3
P2,3,43,condition_block,3,4,0.0,0.0,0.0,3
P2,3,43,condition_block,4,5,0.0,0.0,0.0,3
P2,3,43,condition_block,5,6,0.0,0.0,0.0,3
P2,3,43,condition_block,6,7,0.0,0.0,0.0,3
P2,3,44,row,0,1,0.33557046979865773,0.3333333333333333,0.33444816053511706,150
P2,3,44,row,1,2,0.0,0.0,0.0,150
P2,3,44,row,2,3,0.25,0.006666666666666667,0.012987012987012988,150
P2,3,44,row,3,4,0.14488636363636365,0.34,0.20318725099601595,150
P2,3,44,row,4,5,0.2255125284738041,0.66,0.3361629881154499,150
P2,3,44,row,5,6,0.0,0.0,0.0,150
P2,3,44,row,6,7,0.0,0.0,0.0,150
P2,3,44,condition_block,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P2,3,44,condition_block,1,2,0.0,0.0,0.0,3
P2,3,44,condition_block,2,3,0.0,0.0,0.0,3
P2,3,44,condition_block,3,4,0.14285714285714285,0.3333333333333333,0.2,3
P2,3,44,condition_block,4,5,0.2222222222222222,0.6666666666666666,0.3333333333333333,3
P2,3,44,condition_block,5,6,0.0,0.0,0.0,3
P2,3,44,condition_block,6,7,0.0,0.0,0.0,3
P2,3,45,row,0,1,0.0,0.0,0.0,150
P2,3,45,row,1,2,0.0,0.0,0.0,150
P2,3,45,row,2,3,0.0,0.0,0.0,150
P2,3,45,row,3,4,0.0,0.0,0.0,150
P2,3,45,row,4,5,0.15772870662460567,1.0,0.2724795640326976,150
P2,3,45,row,5,6,0.0,0.0,0.0,150
P2,3,45,row,6,7,0.0,0.0,0.0,150
P2,3,45,condition_block,0,1,0.0,0.0,0.0,3
P2,3,45,condition_block,1,2,0.0,0.0,0.0,3
P2,3,45,condition_block,2,3,0.0,0.0,0.0,3
P2,3,45,condition_block,3,4,0.0,0.0,0.0,3
P2,3,45,condition_block,4,5,0.15789473684210525,1.0,0.2727272727272727,3
P2,3,45,condition_block,5,6,0.0,0.0,0.0,3
P2,3,45,condition_block,6,7,0.0,0.0,0.0,3
P2,3,46,row,0,1,0.0,0.0,0.0,150
P2,3,46,row,1,2,0.2976190476190476,0.6666666666666666,0.411522633744856,150
P2,3,46,row,2,3,0.46296296296296297,0.3333333333333333,0.3875968992248062,150
P2,3,46,row,3,4,0.0,0.0,0.0,150
P2,3,46,row,4,5,0.16666666666666666,0.3333333333333333,0.2222222222222222,150
P2,3,46,row,5,6,0.0,0.0,0.0,150
P2,3,46,row,6,7,0.24271844660194175,0.3333333333333333,0.2808988764044944,150
P2,3,46,condition_block,0,1,0.0,0.0,0.0,3
P2,3,46,condition_block,1,2,0.3333333333333333,0.6666666666666666,0.4444444444444444,3
P2,3,46,condition_block,2,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
P2,3,46,condition_block,3,4,0.0,0.0,0.0,3
P2,3,46,condition_block,4,5,0.16666666666666666,0.3333333333333333,0.2222222222222222,3
P2,3,46,condition_block,5,6,0.0,0.0,0.0,3
P2,3,46,condition_block,6,7,0.25,0.3333333333333333,0.2857142857142857,3
P3,1,42,row,0,1,0.0,0.0,0.0,150
P3,1,42,row,1,2,0.0,0.0,0.0,150
P3,1,42,row,2,3,0.14285714285714285,1.0,0.25,150
